40
1	 29	 2683	 2747	 15	 76
2	 91	 956	 966	 23	 39
3	 94	 780	 812	 20	 30
4	 5	 2209	 2275	 0	 61
5	 60	 484	 578	 28	 41
6	 57	 1896	 1958	 57	 95
7	 9	 2058	 2156	 6	 69
8	 21	 1872	 1926	 1	 42
9	 61	 635	 637	 58	 63
10	 94	 2425	 2517	 18	 55
11	 62	 2700	 2748	 62	 73
12	 2	 963	 1027	 3	 77
13	 3	 406	 454	 56	 79
14	 80	 1447	 1525	 1	 20
15	 44	 1952	 2030	 20	 51
16	 51	 1954	 2052	 9	 20
17	 67	 2732	 2782	 26	 36
18	 90	 2446	 2510	 1	 41
19	 17	 1405	 1451	 19	 32
20	 37	 616	 676	 12	 34
21	 37	 1877	 1899	 16	 42
22	 90	 1037	 1079	 7	 66
23	 38	 1919	 1983	 6	 90
24	 97	 1474	 1512	 25	 33
25	 72	 617	 715	 51	 70
26	 57	 1054	 1080	 71	 76
27	 75	 1317	 1407	 2	 68
28	 32	 1956	 1970	 66	 74
29	 6	 1247	 1271	 48	 86
30	 35	 545	 587	 1	 24
31	 87	 1400	 1414	 15	 46
32	 76	 1078	 1120	 18	 25
33	 53	 1587	 1615	 11	 20
34	 78	 864	 890	 14	 22
35	 13	 406	 458	 3	 69
36	 7	 853	 855	 23	 37
37	 3	 1396	 1478	 15	 21
38	 36	 1849	 1857	 52	 73
39	 50	 1318	 1350	 20	 30
40	 83	 422	 472	 6	 40
0	48	30	3	28	16	15	18	32	7	2	34	46	4	15	44	6	8	32	0	28	3	18	29	47	0	36	16	19	17	31	36	33	3	46	28	29	49	23	11
48	0	2	37	15	14	46	28	7	38	7	5	37	49	28	15	36	43	14	30	34	8	7	1	15	30	15	4	22	41	5	43	49	2	44	43	17	37	41	13
30	2	0	7	10	30	23	7	36	14	4	19	26	20	8	25	28	33	13	11	32	24	34	9	48	33	4	27	33	13	15	45	41	20	16	5	36	32	25	28
3	37	7	0	32	36	49	28	17	28	24	4	9	0	40	44	35	0	4	23	14	41	10	2	21	2	43	42	4	44	16	43	45	16	49	35	25	19	45	7
28	15	10	32	0	2	23	44	11	45	1	48	13	12	40	10	22	2	26	10	31	10	23	34	28	13	37	13	10	25	13	20	23	2	24	1	10	6	47	38
16	14	30	36	2	0	7	7	29	15	1	31	5	0	43	13	5	10	14	8	33	32	23	26	25	47	21	34	17	2	46	33	28	45	13	6	34	45	24	23
15	46	23	49	23	7	0	22	1	3	0	42	48	38	47	47	33	14	19	25	37	36	11	7	31	38	13	10	22	21	11	1	41	48	25	12	4	1	28	11
18	28	7	28	44	7	22	0	3	1	38	3	22	18	4	48	0	10	23	28	1	8	48	6	41	31	48	29	44	44	17	2	4	39	20	32	14	37	12	14
32	7	36	17	11	29	1	3	0	0	1	18	23	14	22	4	22	10	38	37	48	33	28	8	37	39	21	35	25	15	13	24	11	38	38	32	0	49	3	18
7	38	14	28	45	15	3	1	0	0	48	23	4	48	16	21	16	44	3	36	5	12	39	23	25	2	22	11	43	1	38	16	46	1	47	2	10	3	49	5
2	7	4	24	1	1	0	38	1	48	0	45	8	8	47	13	8	11	18	19	48	33	32	3	24	11	37	6	35	4	2	41	49	5	47	10	45	3	28	29
34	5	19	4	48	31	42	3	18	23	45	0	27	40	10	43	29	1	5	23	28	10	17	49	6	22	40	49	8	16	18	36	49	0	40	5	36	34	9	41
46	37	26	9	13	5	48	22	23	4	8	27	0	11	24	39	7	13	6	42	22	23	12	49	7	45	30	8	7	23	44	18	8	24	19	27	20	38	29	42
4	49	20	0	12	0	38	18	14	48	8	40	11	0	40	24	21	7	30	29	21	43	41	1	34	16	6	46	18	12	36	32	12	25	43	7	17	2	2	3
15	28	8	40	40	43	47	4	22	16	47	10	24	40	0	40	30	7	27	23	30	24	3	34	29	46	30	19	19	23	36	0	40	35	19	2	17	28	28	0
44	15	25	44	10	13	47	48	4	21	13	43	39	24	40	0	34	45	39	30	32	42	43	5	47	23	38	18	12	46	47	19	21	14	26	28	15	4	5	36
6	36	28	35	22	5	33	0	22	16	8	29	7	21	30	34	0	27	22	30	7	45	7	20	6	44	16	41	0	47	14	29	39	29	44	12	42	7	28	0
8	43	33	0	2	10	14	10	10	44	11	1	13	7	7	45	27	0	47	0	35	33	11	7	49	16	4	20	27	10	8	2	21	49	26	19	41	32	14	44
32	14	13	4	26	14	19	23	38	3	18	5	6	30	27	39	22	47	0	3	15	30	42	2	5	21	9	12	37	36	11	27	4	37	17	24	21	19	49	41
0	30	11	23	10	8	25	28	37	36	19	23	42	29	23	30	30	0	3	0	42	36	3	25	14	48	44	13	38	19	10	26	9	12	27	33	45	37	37	34
28	34	32	14	31	33	37	1	48	5	48	28	22	21	30	32	7	35	15	42	0	17	49	37	28	10	15	22	43	19	13	13	0	48	3	47	28	3	7	47
3	8	24	41	10	32	36	8	33	12	33	10	23	43	24	42	45	33	30	36	17	0	16	18	5	7	12	1	28	23	11	2	46	9	3	45	28	21	16	27
18	7	34	10	23	23	11	48	28	39	32	17	12	41	3	43	7	11	42	3	49	16	0	37	42	11	26	34	11	35	18	11	34	28	1	44	18	26	9	47
29	1	9	2	34	26	7	6	8	23	3	49	49	1	34	5	20	7	2	25	37	18	37	0	5	36	40	21	45	7	11	1	25	28	38	2	8	6	22	23
47	15	48	21	28	25	31	41	37	25	24	6	7	34	29	47	6	49	5	14	28	5	42	5	0	20	47	46	23	44	16	6	43	5	5	47	45	33	23	35
0	30	33	2	13	47	38	31	39	2	11	22	45	16	46	23	44	16	21	48	10	7	11	36	20	0	13	33	40	48	29	46	43	13	7	0	34	31	33	4
36	15	4	43	37	21	13	48	21	22	37	40	30	6	30	38	16	4	9	44	15	12	26	40	47	13	0	6	39	8	38	49	47	17	20	8	44	26	8	20
16	4	27	42	13	34	10	29	35	11	6	49	8	46	19	18	41	20	12	13	22	1	34	21	46	33	6	0	29	35	0	41	49	25	32	24	14	44	18	35
