15
1	 97	 831	 913	 55	 92
2	 31	 673	 689	 69	 70
3	 54	 334	 366	 9	 74
4	 9	 905	 987	 8	 69
5	 29	 741	 787	 31	 66
6	 48	 808	 902	 10	 94
7	 95	 484	 566	 58	 74
8	 3	 447	 549	 38	 80
9	 83	 991	 1023	 16	 21
10	 100	 454	 524	 45	 70
11	 34	 828	 926	 33	 57
12	 58	 304	 330	 46	 65
13	 46	 245	 259	 3	 26
14	 66	 647	 693	 27	 76
15	 25	 889	 927	 53	 54
0	31	42	37	15	6	41	13	6	1	19	11	6	26	29
31	0	31	40	32	10	29	11	20	12	1	2	2	15	3
42	31	0	3	26	23	49	31	5	8	40	42	10	5	30
37	40	3	0	49	5	0	29	26	12	1	14	12	7	29
15	32	26	49	0	23	2	24	5	9	3	28	28	46	43
6	10	23	5	23	0	44	5	45	40	48	0	12	6	48
41	29	49	0	2	44	0	8	13	44	42	30	47	13	37
13	11	31	29	24	5	8	0	7	38	26	30	39	35	34
6	20	5	26	5	45	13	7	0	35	17	42	44	44	48
1	12	8	12	9	40	44	38	35	0	32	18	45	22	32
19	1	40	1	3	48	42	26	17	32	0	11	47	6	25
11	2	42	14	28	0	30	30	42	18	11	0	17	40	43
6	2	10	12	28	12	47	39	44	45	47	17	0	16	5
26	15	5	7	46	6	13	35	44	22	6	40	16	0	33
29	3	30	29	43	48	37	34	48	32	25	43	5	33	0
