11
1	 95	 561	 569	 3	 20
2	 54	 520	 548	 90	 98
3	 88	 339	 343	 25	 79
4	 8	 201	 211	 5	 49
5	 83	 238	 328	 13	 20
6	 34	 185	 191	 31	 43
7	 57	 466	 568	 20	 49
8	 15	 412	 454	 43	 67
9	 17	 586	 612	 53	 90
10	 57	 538	 564	 7	 20
11	 86	 625	 661	 4	 90
0	38	28	25	43	33	1	7	37	3	46
38	0	10	39	47	39	3	26	36	42	14
28	10	0	23	6	35	20	11	38	34	9
25	39	23	0	30	40	42	1	38	33	45
43	47	6	30	0	13	20	7	29	33	31
33	39	35	40	13	0	46	7	20	18	35
1	3	20	42	20	46	0	8	10	18	27
7	26	11	1	7	7	8	0	7	19	40
37	36	38	38	29	20	10	7	0	38	31
3	42	34	33	33	18	18	19	38	0	0
46	14	9	45	31	35	27	40	31	0	0
