50
1	 14	 2296	 2318	 12	 58
2	 50	 360	 436	 54	 83
3	 6	 1385	 1389	 15	 69
4	 15	 1048	 1064	 1	 22
5	 12	 2492	 2542	 9	 67
6	 38	 2008	 2032	 4	 77
7	 2	 656	 678	 4	 22
8	 80	 1032	 1078	 2	 43
9	 68	 1067	 1133	 0	 80
10	 55	 2004	 2078	 1	 41
11	 71	 2506	 2572	 0	 52
12	 59	 2061	 2109	 33	 56
13	 27	 843	 909	 77	 91
14	 96	 1490	 1518	 9	 28
15	 84	 1508	 1558	 43	 89
16	 44	 1209	 1219	 13	 34
17	 45	 1509	 1585	 47	 88
18	 16	 1907	 1955	 51	 90
19	 67	 1050	 1132	 44	 81
20	 39	 1624	 1632	 19	 27
21	 31	 1188	 1216	 20	 49
22	 11	 402	 410	 4	 21
23	 44	 371	 401	 42	 52
24	 37	 927	 947	 6	 94
25	 61	 1895	 1973	 43	 52
26	 36	 1907	 1935	 4	 27
27	 21	 919	 931	 68	 83
28	 53	 2703	 2735	 10	 32
29	 44	 2456	 2466	 29	 53
30	 20	 431	 453	 59	 61
31	 14	 1845	 1877	 66	 97
32	 10	 371	 373	 30	 92
33	 2	 693	 739	 8	 72
34	 88	 2458	 2520	 11	 79
35	 42	 684	 768	 40	 76
36	 90	 1446	 1486	 27	 57
37	 6	 530	 550	 26	 27
38	 48	 2044	 2046	 23	 90
39	 48	 2256	 2272	 6	 38
40	 48	 1825	 1865	 25	 94
41	 42	 372	 454	 20	 55
42	 53	 1631	 1689	 15	 74
43	 54	 2573	 2585	 9	 25
44	 12	 1787	 1837	 53	 87
45	 40	 826	 842	 1	 48
46	 1	 2261	 2341	 23	 78
47	 88	 319	 375	 3	 51
48	 23	 1157	 1207	 28	 49
49	 91	 1078	 1152	 56	 67
50	 94	 308	 344	 10	 77
0	43	43	1	5	10	12	6	21	40	13	39	29	7	29	23	19	25	49	25	42	39	27	4	21	15	29	40	21	14	38	12	23	35	24	30	44	0	25	30	16	12	3	6	37	24	32	37	15	6
43	0	4	7	16	30	37	33	20	2	43	5	4	2	28	46	15	48	23	40	38	2	49	36	27	9	31	46	8	18	32	47	17	0	14	18	3	28	49	22	29	33	46	22	25	23	27	1	6	6
43	4	0	30	22	47	29	21	35	33	14	15	36	38	10	37	41	23	46	31	13	16	21	2	12	0	34	28	5	9	17	37	2	46	32	35	11	7	35	41	34	16	7	5	33	6	10	11	34	48
1	7	30	0	25	3	22	4	38	13	27	29	31	5	1	6	4	39	1	4	33	7	6	10	34	13	29	0	48	23	9	4	48	9	21	49	21	33	7	14	34	46	16	21	39	0	47	40	42	22
5	16	22	25	0	35	26	31	10	16	31	8	5	4	2	27	25	25	34	5	1	6	7	6	26	47	27	11	49	15	11	46	43	13	24	36	48	1	32	45	34	28	30	13	0	30	34	27	21	9
10	30	47	3	35	0	35	25	16	36	41	2	35	39	19	8	1	43	45	13	13	14	15	10	12	12	23	43	26	8	32	42	14	3	0	17	17	45	24	2	7	48	43	30	39	36	29	38	38	13
12	37	29	22	26	35	0	43	47	23	3	14	32	7	27	40	3	29	40	11	48	45	29	29	18	6	15	4	31	8	33	29	9	21	42	32	32	15	9	3	48	40	41	31	32	37	25	43	29	5
6	33	21	4	31	25	43	0	34	40	15	48	21	42	47	42	37	34	34	49	42	36	28	1	29	1	45	12	17	14	26	3	18	49	32	22	39	40	2	28	4	35	49	37	25	1	39	27	42	32
21	20	35	38	10	16	47	34	0	17	10	20	3	15	16	33	7	11	20	48	15	5	29	1	42	7	48	9	44	35	26	14	1	31	11	47	28	1	23	5	9	46	22	21	38	26	14	10	2	7
40	2	33	13	16	36	23	40	17	0	11	42	2	23	19	12	21	0	25	3	16	9	1	21	10	45	21	48	21	24	13	21	48	14	24	7	15	10	22	18	18	47	37	29	36	7	44	1	20	9
13	43	14	27	31	41	3	15	10	11	0	1	9	20	21	37	9	37	24	31	14	38	45	27	22	4	34	3	15	10	2	11	29	1	38	30	13	11	35	20	7	4	34	11	21	12	19	41	33	13
39	5	15	29	8	2	14	48	20	42	1	0	16	24	29	21	13	13	3	2	22	8	1	0	49	47	7	35	41	1	8	17	21	42	29	42	32	22	30	12	43	17	15	19	2	14	32	13	45	17
29	4	36	31	5	35	32	21	3	2	9	16	0	6	18	49	36	23	0	23	11	36	33	46	16	23	11	48	19	24	40	23	45	3	34	23	20	46	12	11	3	43	17	44	45	31	33	45	37	10
7	2	38	5	4	39	7	42	15	23	20	24	6	0	17	5	24	3	38	5	6	2	9	49	28	11	41	39	23	27	35	23	47	45	35	9	36	41	31	21	11	37	36	28	10	0	48	23	8	14
29	28	10	1	2	19	27	47	16	19	21	29	18	17	0	43	11	15	35	21	7	0	47	3	29	39	10	48	7	27	40	5	18	3	31	22	27	10	27	6	7	16	22	13	18	32	3	27	9	26
23	46	37	6	27	8	40	42	33	12	37	21	49	5	43	0	1	13	5	49	37	6	39	10	19	13	43	19	31	39	19	6	12	43	13	22	13	35	31	41	35	7	47	27	22	33	7	21	14	7
19	15	41	4	25	1	3	37	7	21	9	13	36	24	11	1	0	47	42	25	1	33	39	29	31	33	38	33	6	36	20	44	2	27	29	0	13	7	44	48	31	22	44	15	36	0	42	6	3	7
25	48	23	39	25	43	29	34	11	0	37	13	23	3	15	13	47	0	11	27	45	10	12	2	48	43	26	19	33	38	26	35	26	44	28	43	48	43	4	42	43	24	6	15	44	8	33	46	40	33
49	23	46	1	34	45	40	34	20	25	24	3	0	38	35	5	42	11	0	12	40	2	11	4	35	10	34	28	24	1	36	37	46	29	9	3	25	14	21	6	25	32	36	49	34	48	33	0	14	11
25	40	31	4	5	13	11	49	48	3	31	2	23	5	21	49	25	27	12	0	46	3	1	39	7	13	47	33	21	12	8	20	32	20	22	44	1	46	27	30	41	39	49	7	11	16	25	45	2	41
42	38	13	33	1	13	48	42	15	16	14	22	11	6	7	37	1	45	40	46	0	30	31	22	20	6	15	16	46	18	46	25	19	6	8	39	23	48	3	31	1	21	23	5	46	2	0	10	44	19
39	2	16	7	6	14	45	36	5	9	38	8	36	2	0	6	33	10	2	3	30	0	43	47	44	19	45	18	28	32	28	45	27	48	28	3	13	6	18	39	2	7	36	47	25	41	23	3	0	30
27	49	21	6	7	15	29	28	29	1	45	1	33	9	47	39	39	12	11	1	31	43	0	46	43	22	10	14	27	39	32	40	16	43	0	3	16	23	22	25	48	11	27	26	21	3	29	40	17	22
4	36	2	10	6	10	29	1	1	21	27	0	46	49	3	10	29	2	4	39	22	47	46	0	11	13	38	18	34	23	13	3	39	4	21	33	40	44	34	34	19	41	2	12	18	13	19	6	28	48
21	27	12	34	26	12	18	29	42	10	22	49	16	28	29	19	31	48	35	7	20	44	43	11	0	45	13	46	15	17	39	18	0	2	36	27	46	28	7	46	13	24	11	5	6	43	43	5	48	0
15	9	0	13	47	12	6	1	7	45	4	47	23	11	39	13	33	43	10	13	6	19	22	13	45	0	49	11	46	18	35	7	26	4	40	0	32	23	2	8	12	31	37	12	8	41	28	9	38	25
29	31	34	29	27	23	15	45	48	21	34	7	11	41	10	43	38	26	34	47	15	45	10	38	13	49	0	46	10	20	32	39	18	40	3	45	5	4	9	38	47	0	35	12	21	28	8	39	23	8
40	46	28	0	11	43	4	12	9	48	3	35	48	39	48	19	33	19	28	33	16	18	14	18	46	11	46	0	37	19	25	7	13	30	18	47	44	30	28	2	6	4	3	49	38	46	37	21	27	2
21	8	5	48	49	26	31	17	44	21	15	41	19	23	7	31	6	33	24	21	46	28	27	34	15	46	10	37	0	0	35	42	7	13	5	43	21	32	21	26	27	31	26	11	4	31	49	17	2	5
14	18	9	23	15	8	8	14	35	24	10	1	24	27	27	39	36	38	1	12	18	32	39	23	17	18	20	19	0	0	47	32	3	17	38	13	36	5	16	28	3	14	37	7	31	18	22	42	15	13
38	32	17	9	11	32	33	26	26	13	2	8	40	35	40	19	20	26	36	8	46	28	32	13	39	35	32	25	35	47	0	7	45	32	12	8	0	40	41	5	14	3	49	8	45	40	4	26	8	24
12	47	37	4	46	42	29	3	14	21	11	17	23	23	5	6	44	35	37	20	25	45	40	3	18	7	39	7	42	32	7	0	42	21	32	49	25	4	29	24	0	46	21	3	11	48	30	12	1	5
23	17	2	48	43	14	9	18	1	48	29	21	45	47	18	12	2	26	46	32	19	27	16	39	0	26	18	13	7	3	45	42	0	6	48	0	30	8	6	18	5	2	35	4	24	10	13	9	7	31
35	0	46	9	13	3	21	49	31	14	1	42	3	45	3	43	27	44	29	20	6	48	43	4	2	4	40	30	13	17	32	21	6	0	29	3	0	19	8	32	10	39	12	11	43	8	31	22	17	33
24	14	32	21	24	0	42	32	11	24	38	29	34	35	31	13	29	28	9	22	8	28	0	21	36	40	3	18	5	38	12	32	48	29	0	16	44	28	20	16	39	40	25	23	31	33	37	37	17	42
30	18	35	49	36	17	32	22	47	7	30	42	23	9	22	22	0	43	3	44	39	3	3	33	27	0	45	47	43	13	8	49	0	3	16	0	46	49	17	24	39	36	17	4	22	7	36	3	49	25
44	3	11	21	48	17	32	39	28	15	13	32	20	36	27	13	13	48	25	1	23	13	16	40	46	32	5	44	21	36	0	25	30	0	44	46	0	35	19	46	29	0	17	25	23	25	10	20	5	31
0	28	7	33	1	45	15	40	1	10	11	22	46	41	10	35	7	43	14	46	48	6	23	44	28	23	4	30	32	5	40	4	8	19	28	49	35	0	26	17	16	6	2	3	49	46	16	25	44	33
25	49	35	7	32	24	9	2	23	22	35	30	12	31	27	31	44	4	21	27	3	18	22	34	7	2	9	28	21	16	41	29	6	8	20	17	19	26	0	35	39	11	46	2	22	22	42	46	33	47
30	22	41	14	45	2	3	28	5	18	20	12	11	21	6	41	48	42	6	30	31	39	25	34	46	8	38	2	26	28	5	24	18	32	16	24	46	17	35	0	42	2	1	14	14	31	47	41	2	24
16	29	34	34	34	7	48	4	9	18	7	43	3	11	7	35	31	43	25	41	1	2	48	19	13	12	47	6	27	3	14	0	5	10	39	39	29	16	39	42	0	17	25	9	27	24	7	39	10	41
12	33	16	46	28	48	40	35	46	47	4	17	43	37	16	7	22	24	32	39	21	7	11	41	24	31	0	4	31	14	3	46	2	39	40	36	0	6	11	2	17	0	16	46	22	17	35	23	17	10
3	46	7	16	30	43	41	49	22	37	34	15	17	36	22	47	44	6	36	49	23	36	27	2	11	37	35	3	26	37	49	21	35	12	25	17	17	2	46	1	25	16	0	8	42	11	5	35	19	30
6	22	5	21	13	30	31	37	21	29	11	19	44	28	13	27	15	15	49	7	5	47	26	12	5	12	12	49	11	7	8	3	4	11	23	4	25	3	2	14	9	46	8	0	32	48	12	18	12	24
