12
1	 14	 110	 140	 58	 84
2	 8	 153	 159	 14	 24
3	 70	 87	 181	 22	 96
4	 31	 152	 156	 38	 64
5	 82	 449	 531	 8	 33
6	 42	 170	 204	 12	 22
7	 81	 275	 321	 31	 75
8	 96	 422	 446	 65	 79
9	 11	 234	 310	 2	 74
10	 20	 506	 552	 41	 72
11	 54	 184	 214	 2	 28
12	 74	 267	 287	 7	 26
0	48	34	2	26	37	5	42	26	28	2	22
48	0	0	0	40	31	40	3	37	6	15	3
34	0	0	10	5	17	32	15	13	40	12	19
2	0	10	0	48	33	9	46	20	17	43	7
26	40	5	48	0	46	12	28	43	1	7	23
37	31	17	33	46	0	47	13	3	13	42	15
5	40	32	9	12	47	0	35	37	12	44	8
42	3	15	46	28	13	35	0	20	18	39	0
26	37	13	20	43	3	37	20	0	42	5	31
28	6	40	17	1	13	12	18	42	0	9	17
2	15	12	43	7	42	44	39	5	9	0	16
22	3	19	7	23	15	8	0	31	17	16	0
