11
1	 95	 127	 209	 45	 86
2	 100	 316	 342	 8	 37
3	 3	 127	 151	 8	 47
4	 41	 644	 656	 21	 22
5	 1	 55	 93	 29	 57
6	 5	 282	 300	 34	 35
7	 45	 152	 178	 81	 83
8	 56	 378	 414	 44	 98
9	 30	 559	 595	 15	 20
10	 38	 540	 598	 2	 43
11	 87	 291	 367	 51	 56
0	44	15	46	23	43	1	9	41	22	9
44	0	43	5	27	31	7	46	7	44	31
15	43	0	25	38	12	27	5	39	31	34
46	5	25	0	42	23	29	21	32	49	48
23	27	38	42	0	43	3	47	7	33	27
43	31	12	23	43	0	25	41	43	43	45
1	7	27	29	3	25	0	30	20	35	25
9	46	5	21	47	41	30	0	45	17	20
41	7	39	32	7	43	20	45	0	41	48
22	44	31	49	33	43	35	17	41	0	3
9	31	34	48	27	45	25	20	48	3	0
