12
1	 14	 548	 638	 0	 97
2	 17	 628	 658	 5	 88
3	 25	 421	 475	 16	 59
4	 66	 256	 282	 86	 90
5	 69	 359	 409	 19	 21
6	 61	 359	 411	 11	 30
7	 99	 414	 494	 14	 28
8	 97	 113	 205	 66	 85
9	 56	 536	 546	 20	 34
10	 33	 665	 689	 13	 100
11	 37	 329	 379	 21	 86
12	 5	 376	 414	 26	 59
0	0	33	4	41	24	14	7	22	44	36	46
0	0	5	5	17	4	44	3	28	5	6	37
33	5	0	10	34	36	4	8	47	6	31	15
4	5	10	0	33	29	21	33	30	29	21	48
41	17	34	33	0	47	44	25	7	47	47	30
24	4	36	29	47	0	32	38	27	39	6	23
14	44	4	21	44	32	0	6	5	48	14	35
7	3	8	33	25	38	6	0	26	9	7	42
22	28	47	30	7	27	5	26	0	17	12	4
44	5	6	29	47	39	48	9	17	0	12	14
36	6	31	21	47	6	14	7	12	12	0	4
46	37	15	48	30	23	35	42	4	14	4	0
