12
1	 14	 169	 211	 3	 20
2	 94	 189	 223	 29	 71
3	 18	 132	 174	 55	 69
4	 14	 644	 690	 92	 100
5	 48	 244	 298	 3	 77
6	 59	 206	 226	 6	 20
7	 52	 413	 479	 5	 26
8	 40	 157	 197	 11	 50
9	 89	 148	 208	 62	 99
10	 2	 485	 493	 79	 93
11	 84	 722	 740	 1	 66
12	 62	 309	 321	 58	 78
0	34	26	29	38	30	32	1	23	10	42	1
34	0	13	20	31	13	11	46	29	24	10	45
26	13	0	6	38	33	23	14	16	40	48	36
29	20	6	0	36	12	29	3	42	9	17	49
38	31	38	36	0	9	24	24	4	22	13	8
30	13	33	12	9	0	10	31	23	46	35	10
32	11	23	29	24	10	0	33	24	0	14	7
1	46	14	3	24	31	33	0	21	42	27	42
23	29	16	42	4	23	24	21	0	45	27	46
10	24	40	9	22	46	0	42	45	0	25	20
42	10	48	17	13	35	14	27	27	25	0	39
1	45	36	49	8	10	7	42	46	20	39	0
