15
1	 96	 307	 327	 25	 49
2	 64	 196	 260	 46	 49
3	 84	 257	 293	 37	 74
4	 57	 307	 363	 23	 42
5	 27	 642	 652	 23	 37
6	 5	 302	 304	 32	 43
7	 63	 572	 636	 9	 33
8	 8	 474	 514	 62	 66
9	 15	 339	 391	 10	 29
10	 21	 604	 612	 7	 79
11	 25	 230	 244	 7	 32
12	 22	 378	 428	 5	 90
13	 31	 406	 468	 2	 46
14	 23	 458	 460	 5	 78
15	 18	 370	 428	 14	 30
0	13	3	8	33	20	1	33	1	11	29	15	23	10	49
13	0	20	26	27	41	2	16	45	46	24	48	37	34	3
3	20	0	45	24	30	8	3	19	13	22	24	4	21	19
8	26	45	0	0	0	32	4	0	24	25	48	13	6	48
33	27	24	0	0	23	47	35	41	25	19	11	17	45	29
20	41	30	0	23	0	2	5	31	2	0	23	5	39	33
1	2	8	32	47	2	0	25	34	34	31	3	35	19	13
33	16	3	4	35	5	25	0	9	2	18	40	46	24	25
1	45	19	0	41	31	34	9	0	32	16	18	41	25	1
11	46	13	24	25	2	34	2	32	0	45	31	3	29	17
29	24	22	25	19	0	31	18	16	45	0	6	41	26	10
15	48	24	48	11	23	3	40	18	31	6	0	40	7	11
23	37	4	13	17	5	35	46	41	3	41	40	0	13	17
10	34	21	6	45	39	19	24	25	29	26	7	13	0	36
49	3	19	48	29	33	13	25	1	17	10	11	17	36	0
