40
1	 30	 2196	 2284	 10	 38
2	 75	 705	 771	 16	 76
3	 95	 1609	 1611	 13	 76
4	 12	 1289	 1369	 42	 74
5	 14	 2150	 2160	 85	 87
6	 95	 344	 368	 19	 39
7	 47	 372	 374	 4	 51
8	 95	 1220	 1282	 3	 37
9	 53	 1431	 1465	 52	 95
10	 26	 401	 477	 63	 70
11	 2	 887	 899	 66	 75
12	 80	 509	 567	 44	 62
13	 66	 956	 1044	 21	 25
14	 88	 905	 985	 4	 26
15	 92	 1792	 1796	 13	 88
16	 82	 986	 1020	 15	 94
17	 27	 740	 814	 67	 72
18	 15	 1829	 1911	 4	 22
19	 73	 1440	 1470	 12	 30
20	 23	 1195	 1235	 11	 32
21	 5	 742	 820	 3	 24
22	 34	 292	 376	 41	 51
23	 94	 468	 546	 4	 78
24	 49	 988	 1062	 16	 91
25	 5	 624	 638	 62	 75
26	 9	 1913	 1925	 14	 26
27	 12	 1086	 1154	 34	 42
28	 56	 1208	 1210	 3	 22
29	 42	 2030	 2072	 17	 31
30	 35	 471	 517	 30	 51
31	 4	 1062	 1108	 20	 90
32	 70	 760	 796	 4	 93
33	 50	 624	 648	 28	 34
34	 2	 2094	 2098	 8	 92
35	 12	 1926	 1932	 52	 54
36	 20	 2071	 2127	 64	 91
37	 35	 256	 302	 33	 34
38	 73	 1602	 1618	 20	 71
39	 79	 795	 841	 9	 91
40	 18	 749	 765	 31	 39
0	30	18	32	24	1	4	12	38	46	6	31	43	20	45	14	5	24	6	11	42	8	36	6	28	38	3	43	37	45	12	22	18	3	40	5	1	1	16	38
30	0	6	43	13	39	36	45	34	6	6	10	5	10	40	3	12	9	14	45	14	9	11	43	6	30	20	42	36	11	39	10	10	3	8	15	35	5	3	5
18	6	0	34	17	46	38	23	11	4	15	2	5	29	19	3	40	27	0	8	41	1	2	21	34	41	45	20	44	7	13	4	49	19	19	6	10	34	8	12
32	43	34	0	20	23	27	21	32	32	2	21	8	5	46	37	0	18	38	19	24	4	28	48	43	4	34	3	21	17	1	6	45	11	45	38	40	31	38	39
24	13	17	20	0	29	8	46	8	10	34	42	47	21	46	33	23	33	8	25	21	49	12	27	10	41	44	34	38	19	35	47	18	23	30	13	21	41	32	5
1	39	46	23	29	0	3	17	34	33	4	28	39	33	10	15	5	33	35	41	12	18	15	43	11	6	19	1	19	4	26	48	35	42	36	37	34	26	5	30
4	36	38	27	8	3	0	16	7	7	26	36	18	33	18	11	38	0	7	26	10	21	31	9	9	19	5	23	44	10	39	29	26	49	46	5	8	40	39	34
12	45	23	21	46	17	16	0	13	35	13	49	14	48	19	10	46	7	46	7	44	13	45	8	27	4	22	29	10	46	22	9	39	37	7	40	10	25	11	0
38	34	11	32	8	34	7	13	0	11	9	24	29	6	37	41	27	7	48	37	11	0	1	38	21	12	12	1	15	2	15	17	3	47	5	47	29	11	4	29
46	6	4	32	10	33	7	35	11	0	1	40	12	0	42	11	42	35	17	40	28	32	17	35	19	44	16	8	5	5	8	37	39	39	20	10	25	28	16	13
6	6	15	2	34	4	26	13	9	1	0	1	39	42	42	4	23	48	17	49	0	45	35	21	9	17	31	40	48	25	4	14	7	5	0	2	33	20	34	7
31	10	2	21	42	28	36	49	24	40	1	0	21	35	9	22	45	40	4	40	2	23	0	26	49	24	44	5	47	3	11	38	6	24	13	20	4	32	15	17
43	5	5	8	47	39	18	14	29	12	39	21	0	25	25	45	23	0	3	9	7	25	9	9	44	36	45	7	24	36	14	41	40	8	9	7	5	29	0	7
20	10	29	5	21	33	33	48	6	0	42	35	25	0	25	33	10	19	42	26	2	23	7	21	23	10	1	16	10	11	29	14	31	33	23	22	28	45	49	0
45	40	19	46	46	10	18	19	37	42	42	9	25	25	0	21	29	1	12	8	37	48	13	6	29	17	20	46	43	18	31	26	5	28	38	12	15	0	27	22
14	3	3	37	33	15	11	10	41	11	4	22	45	33	21	0	30	5	6	39	23	7	15	39	30	10	40	32	5	13	38	13	1	11	14	39	42	8	49	24
5	12	40	0	23	5	38	46	27	42	23	45	23	10	29	30	0	0	20	23	4	0	14	35	43	10	31	36	25	0	30	27	27	3	3	47	42	13	23	13
24	9	27	18	33	33	0	7	7	35	48	40	0	19	1	5	0	0	35	39	12	37	2	34	0	3	43	37	0	47	41	6	15	5	49	1	45	17	17	39
6	14	0	38	8	35	7	46	48	17	17	4	3	42	12	6	20	35	0	17	2	0	37	40	3	12	1	43	1	1	37	16	8	3	29	36	14	7	41	17
11	45	8	19	25	41	26	7	37	40	49	40	9	26	8	39	23	39	17	0	36	3	26	24	14	29	16	26	29	42	12	46	43	24	42	3	2	4	3	14
42	14	41	24	21	12	10	44	11	28	0	2	7	2	37	23	4	12	2	36	0	12	21	3	13	33	34	29	26	5	38	13	47	9	17	46	32	4	38	14
8	9	1	4	49	18	21	13	0	32	45	23	25	23	48	7	0	37	0	3	12	0	3	5	30	0	8	12	24	20	16	11	45	3	30	43	40	7	4	42
36	11	2	28	12	15	31	45	1	17	35	0	9	7	13	15	14	2	37	26	21	3	0	30	29	30	25	1	7	30	22	31	11	15	30	12	32	1	27	24
6	43	21	48	27	43	9	8	38	35	21	26	9	21	6	39	35	34	40	24	3	5	30	0	28	12	0	48	0	22	47	19	16	26	1	18	26	43	29	1
28	6	34	43	10	11	9	27	21	19	9	49	44	23	29	30	43	0	3	14	13	30	29	28	0	6	6	22	45	49	2	31	35	27	39	18	35	40	42	27
38	30	41	4	41	6	19	4	12	44	17	24	36	10	17	10	10	3	12	29	33	0	30	12	6	0	44	24	32	48	13	46	35	22	37	18	39	46	11	15
3	20	45	34	44	19	5	22	12	16	31	44	45	1	20	40	31	43	1	16	34	8	25	0	6	44	0	19	31	14	18	39	35	47	7	12	36	34	26	27
43	42	20	3	34	1	23	29	1	8	40	5	7	16	46	32	36	37	43	26	29	12	1	48	22	24	19	0	17	31	10	28	18	33	5	46	19	15	5	24
37	36	44	21	38	19	44	10	15	5	48	47	24	10	43	5	25	0	1	29	26	24	7	0	45	32	31	17	0	47	10	29	12	17	10	3	9	31	20	24
45	11	7	17	19	4	10	46	2	5	25	3	36	11	18	13	0	47	1	42	5	20	30	22	49	48	14	31	47	0	2	21	28	45	39	15	36	5	1	20
12	39	13	1	35	26	39	22	15	8	4	11	14	29	31	38	30	41	37	12	38	16	22	47	2	13	18	10	10	2	0	2	36	32	44	25	22	1	15	21
22	10	4	6	47	48	29	9	17	37	14	38	41	14	26	13	27	6	16	46	13	11	31	19	31	46	39	28	29	21	2	0	16	9	25	10	2	2	9	34
18	10	49	45	18	35	26	39	3	39	7	6	40	31	5	1	27	15	8	43	47	45	11	16	35	35	35	18	12	28	36	16	0	1	2	11	36	27	9	22
3	3	19	11	23	42	49	37	47	39	5	24	8	33	28	11	3	5	3	24	9	3	15	26	27	22	47	33	17	45	32	9	1	0	37	28	20	15	5	29
40	8	19	45	30	36	46	7	5	20	0	13	9	23	38	14	3	49	29	42	17	30	30	1	39	37	7	5	10	39	44	25	2	37	0	3	49	19	48	18
5	15	6	38	13	37	5	40	47	10	2	20	7	22	12	39	47	1	36	3	46	43	12	18	18	18	12	46	3	15	25	10	11	28	3	0	38	36	46	22
1	35	10	40	21	34	8	10	29	25	33	4	5	28	15	42	42	45	14	2	32	40	32	26	35	39	36	19	9	36	22	2	36	20	49	38	0	15	24	47
1	5	34	31	41	26	40	25	11	28	20	32	29	45	0	8	13	17	7	4	4	7	1	43	40	46	34	15	31	5	1	2	27	15	19	36	15	0	31	32
16	3	8	38	32	5	39	11	4	16	34	15	0	49	27	49	23	17	41	3	38	4	27	29	42	11	26	5	20	1	15	9	9	5	48	46	24	31	0	24
38	5	12	39	5	30	34	0	29	13	7	17	7	0	22	24	13	39	17	14	14	42	24	1	27	15	27	24	24	20	21	34	22	29	18	22	47	32	24	0
