15
1	 98	 91	 105	 3	 24
2	 27	 449	 485	 7	 89
3	 74	 527	 571	 20	 77
4	 47	 128	 158	 23	 31
5	 24	 484	 520	 33	 63
6	 29	 166	 242	 0	 61
7	 2	 151	 153	 10	 87
8	 57	 171	 213	 30	 46
9	 4	 182	 248	 10	 40
10	 31	 178	 234	 5	 24
11	 58	 341	 355	 31	 48
12	 55	 182	 220	 22	 100
13	 64	 46	 112	 21	 49
14	 27	 76	 140	 19	 51
15	 11	 551	 601	 72	 75
0	49	1	14	32	36	40	28	17	7	8	31	21	9	27
49	0	30	35	32	29	14	33	24	40	2	10	18	12	48
1	30	0	40	41	40	24	19	40	5	37	47	7	15	21
14	35	40	0	12	9	11	14	13	4	22	23	12	22	45
32	32	41	12	0	0	36	28	19	1	11	21	40	4	15
36	29	40	9	0	0	15	40	23	9	44	1	20	36	33
40	14	24	11	36	15	0	9	46	1	40	37	0	33	49
28	33	19	14	28	40	9	0	13	36	48	2	45	37	46
17	24	40	13	19	23	46	13	0	11	4	4	27	37	14
7	40	5	4	1	9	1	36	11	0	28	13	19	22	37
8	2	37	22	11	44	40	48	4	28	0	22	48	31	11
31	10	47	23	21	1	37	2	4	13	22	0	24	27	16
21	18	7	12	40	20	0	45	27	19	48	24	0	33	1
9	12	15	22	4	36	33	37	37	22	31	27	33	0	24
27	48	21	45	15	33	49	46	14	37	11	16	1	24	0
