12
1	 14	 352	 366	 43	 75
2	 65	 368	 470	 65	 81
3	 82	 597	 681	 63	 79
4	 17	 307	 373	 45	 57
5	 48	 419	 449	 9	 91
6	 33	 242	 346	 25	 75
7	 46	 494	 536	 21	 59
8	 96	 171	 247	 20	 24
9	 100	 661	 703	 54	 62
10	 15	 216	 236	 6	 90
11	 89	 336	 362	 88	 90
12	 67	 284	 296	 7	 40
0	30	2	31	2	41	34	37	27	36	7	32
30	0	0	15	13	4	37	49	41	40	18	25
2	0	0	26	45	28	44	34	1	33	37	36
31	15	26	0	22	36	38	18	16	14	49	29
2	13	45	22	0	46	49	11	38	23	29	38
41	4	28	36	46	0	33	22	43	22	7	11
34	37	44	38	49	33	0	42	12	33	20	15
37	49	34	18	11	22	42	0	19	5	32	3
27	41	1	16	38	43	12	19	0	15	20	6
36	40	33	14	23	22	33	5	15	0	26	2
7	18	37	49	29	7	20	32	20	26	0	4
32	25	36	29	38	11	15	3	6	2	4	0
