15
1	 97	 419	 523	 44	 65
2	 60	 272	 302	 49	 84
3	 96	 637	 707	 36	 41
4	 90	 516	 534	 81	 95
5	 82	 644	 662	 42	 45
6	 7	 704	 796	 23	 26
7	 60	 309	 377	 36	 63
8	 85	 763	 787	 9	 63
9	 85	 901	 981	 13	 93
10	 26	 896	 1014	 0	 50
11	 20	 863	 875	 14	 69
12	 32	 243	 303	 43	 56
13	 96	 932	 978	 15	 55
14	 21	 361	 399	 75	 80
15	 54	 347	 423	 61	 86
0	48	39	41	38	15	2	3	10	12	30	26	23	37	8
48	0	49	40	7	15	46	17	14	15	34	7	8	14	33
39	49	0	43	18	11	2	33	14	26	31	43	47	10	24
41	40	43	0	34	16	2	41	42	31	43	10	0	0	24
38	7	18	34	0	24	38	39	26	41	11	17	12	10	15
15	15	11	16	24	0	30	49	33	5	42	21	38	10	45
2	46	2	2	38	30	0	36	16	26	0	41	0	6	41
3	17	33	41	39	49	36	0	29	13	47	27	38	38	49
10	14	14	42	26	33	16	29	0	46	41	22	2	5	11
12	15	26	31	41	5	26	13	46	0	33	23	9	48	8
30	34	31	43	11	42	0	47	41	33	0	8	48	48	39
26	7	43	10	17	21	41	27	22	23	8	0	21	5	25
23	8	47	0	12	38	0	38	2	9	48	21	0	42	8
37	14	10	0	10	10	6	38	5	48	48	5	42	0	46
8	33	24	24	15	45	41	49	11	8	39	25	8	46	0
