12
1	 13	 122	 194	 24	 46
2	 8	 335	 357	 15	 38
3	 4	 255	 285	 61	 80
4	 71	 524	 592	 68	 96
5	 27	 617	 693	 38	 58
6	 92	 279	 293	 45	 59
7	 24	 150	 220	 34	 66
8	 41	 142	 208	 15	 29
9	 87	 399	 479	 72	 77
10	 9	 535	 543	 33	 41
11	 77	 440	 494	 18	 31
12	 53	 198	 278	 20	 37
0	13	49	5	21	43	5	8	17	13	37	10
13	0	42	4	30	16	27	8	14	47	15	20
49	42	0	45	38	11	2	46	8	42	4	39
5	4	45	0	3	29	30	7	1	0	10	43
21	30	38	3	0	23	19	20	25	3	19	43
43	16	11	29	23	0	41	11	12	9	7	0
5	27	2	30	19	41	0	49	23	37	37	30
8	8	46	7	20	11	49	0	27	20	6	29
17	14	8	1	25	12	23	27	0	28	44	0
13	47	42	0	3	9	37	20	28	0	21	39
37	15	4	10	19	7	37	6	44	21	0	31
10	20	39	43	43	0	30	29	0	39	31	0
