15
1	 97	 618	 668	 39	 68
2	 6	 656	 688	 16	 97
3	 90	 174	 176	 69	 94
4	 77	 338	 392	 76	 88
5	 41	 517	 611	 3	 65
6	 43	 820	 836	 75	 86
7	 40	 407	 449	 5	 65
8	 32	 839	 841	 8	 42
9	 15	 365	 437	 95	 96
10	 23	 600	 614	 3	 39
11	 86	 740	 826	 56	 60
12	 57	 251	 301	 3	 89
13	 78	 196	 280	 6	 66
14	 24	 290	 382	 8	 39
15	 36	 354	 416	 42	 46
0	19	32	1	21	20	20	47	11	28	37	45	11	27	26
19	0	44	6	0	15	30	21	36	11	4	33	10	9	37
32	44	0	13	49	33	12	39	48	45	34	26	4	30	35
1	6	13	0	18	36	5	15	8	17	41	34	30	14	9
21	0	49	18	0	17	20	46	5	28	38	15	47	45	28
20	15	33	36	17	0	15	28	19	26	37	4	9	10	11
20	30	12	5	20	15	0	1	44	10	46	40	19	20	47
47	21	39	15	46	28	1	0	14	5	9	28	21	6	23
11	36	48	8	5	19	44	14	0	40	38	0	4	43	44
28	11	45	17	28	26	10	5	40	0	5	0	42	40	36
37	4	34	41	38	37	46	9	38	5	0	28	13	43	17
45	33	26	34	15	4	40	28	0	0	28	0	41	20	1
11	10	4	30	47	9	19	21	4	42	13	41	0	28	9
27	9	30	14	45	10	20	6	43	40	43	20	28	0	22
26	37	35	9	28	11	47	23	44	36	17	1	9	22	0
