11
1	 94	 597	 689	 34	 41
2	 2	 669	 759	 0	 34
3	 38	 243	 269	 7	 30
4	 92	 629	 677	 63	 69
5	 17	 406	 504	 42	 72
6	 93	 504	 552	 18	 65
7	 48	 653	 755	 18	 20
8	 12	 639	 745	 31	 80
9	 88	 519	 535	 23	 37
10	 68	 327	 373	 15	 27
11	 32	 469	 519	 63	 65
0	34	11	5	49	42	21	18	34	31	2
34	0	37	13	10	25	24	41	37	32	5
11	37	0	26	8	22	1	46	48	41	43
5	13	26	0	29	1	39	8	5	21	41
49	10	8	29	0	12	43	0	1	9	43
42	25	22	1	12	0	10	18	21	26	6
21	24	1	39	43	10	0	1	33	13	27
18	41	46	8	0	18	1	0	2	32	29
34	37	48	5	1	21	33	2	0	39	30
31	32	41	21	9	26	13	32	39	0	9
2	5	43	41	43	6	27	29	30	9	0
