12
1	 15	 282	 372	 48	 50
2	 68	 18	 26	 54	 90
3	 99	 351	 409	 14	 65
4	 6	 420	 502	 42	 48
5	 71	 462	 532	 48	 57
6	 14	 217	 223	 18	 85
7	 4	 615	 701	 38	 39
8	 82	 615	 639	 32	 89
9	 47	 22	 64	 32	 48
10	 47	 70	 150	 10	 56
11	 67	 443	 521	 40	 59
12	 69	 0	 77	 14	 87
0	13	26	26	0	27	33	32	29	42	30	40
13	0	4	37	0	24	5	19	1	16	39	47
26	4	0	44	10	31	2	21	47	21	8	23
26	37	44	0	25	37	42	39	38	3	7	48
0	0	10	25	0	45	7	46	27	21	5	9
27	24	31	37	45	0	9	11	36	22	49	2
33	5	2	42	7	9	0	28	2	37	22	5
32	19	21	39	46	11	28	0	23	9	20	12
29	1	47	38	27	36	2	23	0	16	9	8
42	16	21	3	21	22	37	9	16	0	9	36
30	39	8	7	5	49	22	20	9	9	0	40
40	47	23	48	9	2	5	12	8	36	40	0
