11
1	 94	 679	 721	 47	 49
2	 81	 454	 504	 21	 69
3	 32	 659	 691	 8	 75
4	 78	 460	 540	 16	 28
5	 25	 521	 601	 25	 54
6	 26	 678	 708	 62	 73
7	 75	 632	 638	 7	 64
8	 88	 371	 437	 16	 32
9	 60	 473	 587	 20	 34
10	 56	 457	 529	 14	 21
11	 33	 651	 669	 19	 28
0	2	44	26	23	38	42	23	33	22	47
2	0	32	26	46	2	15	9	41	28	21
44	32	0	47	18	6	24	36	36	22	6
26	26	47	0	34	28	26	21	38	6	19
23	46	18	34	0	28	7	8	24	9	6
38	2	6	28	28	0	45	22	38	38	24
42	15	24	26	7	45	0	23	23	31	0
23	9	36	21	8	22	23	0	45	41	21
33	41	36	38	24	38	23	45	0	40	42
22	28	22	6	9	38	31	41	40	0	17
47	21	6	19	6	24	0	21	42	17	0
