50
1	 19	 2296	 2306	 41	 74
2	 47	 1193	 1229	 7	 53
3	 98	 1307	 1387	 19	 42
4	 19	 632	 660	 32	 33
5	 9	 2401	 2415	 30	 91
6	 38	 2551	 2605	 41	 72
7	 56	 2332	 2374	 49	 96
8	 21	 668	 694	 0	 76
9	 10	 1699	 1719	 3	 60
10	 81	 724	 808	 9	 85
11	 97	 981	 993	 8	 34
12	 18	 2240	 2262	 9	 60
13	 66	 118	 162	 47	 53
14	 76	 973	 987	 54	 89
15	 22	 1339	 1369	 27	 60
16	 7	 54	 62	 32	 62
17	 12	 43	 129	 30	 93
18	 2	 2374	 2450	 22	 35
19	 93	 838	 840	 12	 30
20	 99	 2609	 2673	 32	 70
21	 12	 1281	 1329	 19	 43
22	 81	 1264	 1270	 66	 89
23	 86	 683	 735	 5	 86
24	 9	 12	 36	 32	 61
25	 32	 375	 455	 1	 32
26	 25	 1579	 1663	 0	 24
27	 77	 2738	 2798	 50	 94
28	 51	 2192	 2224	 25	 41
29	 29	 2440	 2454	 60	 70
30	 31	 1095	 1105	 3	 20
31	 34	 1663	 1675	 1	 94
32	 10	 2718	 2738	 88	 91
33	 52	 2677	 2699	 13	 20
34	 96	 409	 499	 52	 76
35	 78	 664	 730	 11	 61
36	 55	 2772	 2780	 14	 72
37	 25	 504	 562	 24	 32
38	 61	 697	 771	 6	 76
39	 3	 1684	 1774	 42	 74
40	 94	 562	 620	 13	 78
41	 38	 2009	 2017	 21	 97
42	 66	 1589	 1621	 21	 43
43	 87	 1925	 1949	 8	 36
44	 61	 1781	 1851	 57	 90
45	 54	 2713	 2799	 33	 72
46	 59	 2331	 2421	 11	 94
47	 64	 1325	 1335	 13	 26
48	 40	 132	 148	 27	 48
49	 16	 1184	 1266	 50	 51
50	 22	 1832	 1852	 32	 71
0	46	14	20	36	41	28	39	10	36	11	19	36	34	15	5	30	19	38	42	24	19	33	20	21	11	48	24	0	5	26	24	12	2	8	0	5	35	1	38	4	28	4	41	22	35	18	2	46	23
46	0	30	25	40	41	43	49	19	1	17	3	27	23	15	13	0	22	43	25	6	38	5	5	13	3	7	37	29	21	25	45	5	0	9	4	49	8	4	0	17	46	10	12	33	1	23	44	29	37
14	30	0	14	26	1	7	12	9	5	2	39	36	31	8	49	11	47	40	26	27	6	36	25	16	1	43	21	19	32	28	9	5	46	2	25	29	30	45	4	30	12	2	47	23	48	2	11	5	2
20	25	14	0	33	36	20	28	2	35	44	37	4	1	34	35	17	46	11	46	19	25	44	26	18	27	11	24	23	7	32	7	8	28	10	21	34	0	22	6	35	49	48	46	1	42	33	37	3	32
36	40	26	33	0	44	26	3	49	12	38	46	10	0	35	6	43	11	30	39	37	10	31	23	0	7	19	6	31	42	39	42	38	37	11	5	39	7	46	42	1	35	48	37	34	8	30	2	6	29
41	41	1	36	44	0	23	47	32	35	12	44	3	1	16	17	7	26	1	22	12	19	2	37	49	27	27	48	4	34	6	39	22	21	34	15	5	11	13	41	29	39	13	24	33	24	12	11	26	5
28	43	7	20	26	23	0	11	25	42	15	11	32	9	24	36	26	4	11	47	0	17	17	21	21	8	3	22	49	44	41	2	47	11	10	7	43	19	25	2	10	5	1	15	16	14	12	41	12	29
39	49	12	28	3	47	11	0	32	7	22	49	3	25	4	43	22	1	8	11	44	13	42	14	4	21	1	48	10	39	31	25	14	20	28	7	12	35	12	16	12	46	27	46	29	29	7	13	44	48
10	19	9	2	49	32	25	32	0	18	37	4	4	17	7	14	40	40	44	44	11	12	49	48	3	29	42	3	12	45	1	27	27	27	35	34	35	33	1	4	13	44	41	45	48	35	15	29	11	14
36	1	5	35	12	35	42	7	18	0	16	45	30	37	31	7	11	21	26	31	27	36	25	15	22	43	23	4	16	19	27	13	44	31	41	36	37	17	46	22	44	21	29	3	27	28	35	12	34	3
