15
1	 96	 291	 307	 3	 28
2	 11	 250	 260	 27	 69
3	 13	 255	 259	 5	 58
4	 20	 449	 475	 46	 49
5	 27	 368	 418	 21	 47
6	 21	 355	 409	 25	 51
7	 25	 341	 417	 21	 41
8	 32	 260	 312	 40	 59
9	 96	 671	 715	 10	 68
10	 18	 358	 390	 75	 87
11	 49	 623	 685	 29	 59
12	 34	 310	 350	 39	 67
13	 38	 225	 259	 67	 72
14	 19	 362	 396	 53	 68
15	 79	 495	 543	 23	 35
0	17	20	14	27	48	32	22	4	33	9	41	13	5	6
17	0	13	11	25	2	12	5	25	36	35	45	49	47	22
20	13	0	17	26	40	27	3	22	30	28	22	30	11	2
14	11	17	0	40	43	10	42	38	45	12	20	18	42	38
27	25	26	40	0	41	22	6	12	3	24	11	19	37	28
48	2	40	43	41	0	30	37	29	23	49	10	14	49	23
32	12	27	10	22	30	0	29	14	35	6	44	5	29	3
22	5	3	42	6	37	29	0	30	32	8	39	15	8	40
4	25	22	38	12	29	14	30	0	25	25	18	16	12	5
33	36	30	45	3	23	35	32	25	0	10	10	32	2	8
9	35	28	12	24	49	6	8	25	10	0	49	49	10	45
41	45	22	20	11	10	44	39	18	10	49	0	37	12	10
13	49	30	18	19	14	5	15	16	32	49	37	0	37	2
5	47	11	42	37	49	29	8	12	2	10	12	37	0	44
6	22	2	38	28	23	3	40	5	8	45	10	2	44	0
