12
1	 12	 465	 509	 15	 67
2	 2	 275	 335	 18	 68
3	 23	 345	 415	 50	 61
4	 61	 654	 680	 68	 73
5	 24	 692	 702	 76	 96
6	 13	 422	 450	 38	 60
7	 85	 179	 215	 18	 88
8	 85	 266	 322	 31	 57
9	 7	 676	 704	 21	 26
10	 8	 378	 426	 81	 83
11	 53	 573	 605	 52	 61
12	 94	 442	 474	 29	 53
0	9	32	0	27	1	24	19	14	5	6	34
9	0	30	30	16	36	42	10	4	38	40	40
32	30	0	18	19	11	12	3	42	20	16	30
0	30	18	0	47	31	18	16	32	19	20	23
27	16	19	47	0	36	45	0	39	17	14	7
1	36	11	31	36	0	36	43	36	38	0	22
24	42	12	18	45	36	0	36	29	46	0	19
19	10	3	16	0	43	36	0	29	19	11	20
14	4	42	32	39	36	29	29	0	13	40	20
5	38	20	19	17	38	46	19	13	0	11	0
6	40	16	20	14	0	0	11	40	11	0	10
34	40	30	23	7	22	19	20	20	0	10	0
