11
1	 94	 294	 332	 16	 22
2	 11	 376	 392	 59	 73
3	 45	 390	 416	 7	 43
4	 31	 76	 90	 8	 96
5	 12	 189	 205	 19	 39
6	 65	 218	 220	 47	 61
7	 6	 111	 183	 74	 89
8	 82	 192	 218	 51	 55
9	 31	 99	 151	 8	 25
10	 8	 230	 250	 25	 28
11	 11	 138	 164	 23	 89
0	5	5	16	32	47	39	12	36	33	9
5	0	10	35	25	3	19	8	16	33	38
5	10	0	2	10	4	5	43	16	46	13
16	35	2	0	36	36	8	12	38	29	10
32	25	10	36	0	1	28	20	39	20	23
47	3	4	36	1	0	24	3	0	24	48
39	19	5	8	28	24	0	30	5	39	25
12	8	43	12	20	3	30	0	3	31	0
36	16	16	38	39	0	5	3	0	48	13
33	33	46	29	20	24	39	31	48	0	10
9	38	13	10	23	48	25	0	13	10	0
