11
1	 95	 452	 584	 28	 82
2	 63	 451	 533	 25	 57
3	 95	 787	 807	 8	 34
4	 75	 529	 543	 41	 76
5	 78	 337	 353	 53	 90
6	 6	 629	 711	 8	 39
7	 15	 784	 912	 12	 37
8	 86	 772	 872	 7	 42
9	 87	 373	 481	 17	 55
10	 98	 700	 806	 30	 43
11	 37	 560	 590	 11	 32
0	9	21	35	40	38	19	1	39	5	3
9	0	33	47	12	3	12	29	28	43	47
21	33	0	49	22	31	24	8	7	39	15
35	47	49	0	36	39	11	18	35	41	15
40	12	22	36	0	3	18	27	18	8	47
38	3	31	39	3	0	10	6	0	30	40
19	12	24	11	18	10	0	1	33	9	26
1	29	8	18	27	6	1	0	44	18	12
39	28	7	35	18	0	33	44	0	47	14
5	43	39	41	8	30	9	18	47	0	1
3	47	15	15	47	40	26	12	14	1	0
