40
1	 31	 1218	 1284	 31	 91
2	 10	 1944	 1952	 70	 95
3	 42	 404	 424	 62	 64
4	 49	 1790	 1842	 0	 68
5	 92	 1013	 1081	 37	 58
6	 73	 1395	 1441	 16	 24
7	 45	 657	 659	 5	 57
8	 13	 1404	 1460	 13	 93
9	 36	 776	 854	 25	 29
10	 46	 1387	 1399	 14	 94
11	 18	 340	 418	 5	 29
12	 77	 309	 379	 19	 33
13	 92	 1700	 1746	 89	 99
14	 58	 248	 322	 2	 88
15	 42	 806	 872	 13	 27
16	 38	 594	 598	 16	 32
17	 34	 1593	 1663	 80	 100
18	 97	 1675	 1727	 1	 35
19	 45	 785	 795	 26	 60
20	 11	 890	 902	 3	 28
21	 27	 758	 804	 41	 76
22	 33	 1037	 1063	 25	 31
23	 95	 1169	 1243	 32	 40
24	 84	 755	 783	 58	 94
25	 21	 683	 773	 74	 78
26	 45	 1768	 1784	 56	 57
27	 70	 1873	 1923	 8	 23
28	 83	 646	 664	 61	 75
29	 27	 1031	 1073	 8	 56
30	 9	 918	 954	 19	 21
31	 7	 1630	 1660	 2	 51
32	 31	 335	 391	 60	 89
33	 21	 242	 316	 20	 31
34	 70	 307	 333	 8	 53
35	 68	 766	 776	 31	 46
36	 30	 719	 783	 14	 20
37	 11	 1186	 1262	 21	 63
38	 24	 1951	 1973	 12	 33
39	 28	 1733	 1791	 33	 86
40	 93	 1441	 1467	 51	 73
0	8	18	43	36	49	5	43	43	28	44	20	17	31	4	29	10	27	25	22	0	18	44	48	21	26	29	27	8	34	0	9	16	46	48	22	33	11	2	48
8	0	30	6	49	35	30	21	33	3	8	1	48	47	23	25	35	8	43	46	6	13	5	49	18	10	34	19	0	3	15	4	35	49	3	7	22	49	37	12
18	30	0	0	10	3	17	6	13	18	36	34	16	2	10	19	40	24	2	0	36	34	16	22	25	10	16	10	44	31	40	40	19	26	7	9	44	42	12	4
43	6	0	0	14	12	4	6	18	49	22	11	21	2	22	34	10	12	40	6	12	8	9	45	44	45	28	9	28	5	18	8	10	17	3	37	25	23	11	33
36	49	10	14	0	6	7	39	28	8	47	41	13	19	32	11	28	48	39	2	7	3	1	31	32	8	33	14	13	24	17	37	15	33	46	7	12	32	10	30
49	35	3	12	6	0	48	19	6	1	2	29	38	43	25	17	2	36	39	13	32	22	22	25	24	34	14	31	47	38	7	31	12	11	24	17	38	43	40	46
5	30	17	4	7	48	0	6	10	14	29	45	18	26	3	7	37	28	2	42	24	8	5	5	37	4	42	38	11	35	17	6	39	1	10	10	3	11	5	29
43	21	6	6	39	19	6	0	0	40	43	41	24	12	46	27	47	4	24	5	25	24	9	46	48	11	11	10	7	7	14	19	1	19	2	35	40	29	29	7
43	33	13	18	28	6	10	0	0	43	36	26	48	11	3	36	4	38	46	32	4	25	4	5	48	4	44	37	44	46	13	28	2	2	23	47	34	30	2	25
28	3	18	49	8	1	14	40	43	0	27	7	25	31	15	32	39	41	48	10	24	3	19	43	12	29	25	20	14	38	35	18	36	45	18	39	12	45	44	44
44	8	36	22	47	2	29	43	36	27	0	2	12	37	8	40	11	24	21	24	18	5	45	30	25	22	17	4	0	8	14	9	5	14	41	41	16	4	5	15
20	1	34	11	41	29	45	41	26	7	2	0	1	48	13	44	19	45	14	12	24	7	35	7	45	32	35	2	9	15	2	36	47	38	25	17	28	9	1	15
17	48	16	21	13	38	18	24	48	25	12	1	0	36	4	10	47	24	0	8	2	45	33	48	1	5	5	41	12	47	8	39	18	8	9	4	6	26	41	40
31	47	2	2	19	43	26	12	11	31	37	48	36	0	19	6	10	34	3	8	32	33	11	30	42	9	18	31	4	5	12	13	48	46	48	26	35	1	11	21
