15
1	 98	 762	 804	 38	 50
2	 25	 391	 459	 13	 28
3	 12	 531	 573	 35	 42
4	 36	 241	 337	 72	 82
5	 28	 842	 890	 55	 63
6	 52	 874	 900	 76	 88
7	 20	 907	 937	 39	 67
8	 79	 856	 912	 42	 44
9	 73	 764	 772	 83	 100
10	 21	 327	 359	 5	 27
11	 52	 581	 673	 33	 51
12	 55	 624	 648	 1	 40
13	 60	 70	 132	 70	 78
14	 56	 132	 160	 62	 79
15	 91	 493	 531	 11	 86
0	4	26	12	18	25	1	41	13	31	43	0	49	3	7
4	0	39	9	29	16	13	25	44	7	10	10	25	41	41
26	39	0	46	15	5	22	45	47	13	38	23	12	0	46
12	9	46	0	17	5	44	40	38	17	38	8	10	29	7
18	29	15	17	0	9	16	2	47	1	14	14	32	30	5
25	16	5	5	9	0	37	6	42	33	46	38	15	25	28
1	13	22	44	16	37	0	29	22	9	41	26	1	47	2
41	25	45	40	2	6	29	0	48	34	21	29	40	39	12
13	44	47	38	47	42	22	48	0	21	49	43	42	32	28
31	7	13	17	1	33	9	34	21	0	27	26	39	32	14
43	10	38	38	14	46	41	21	49	27	0	11	15	23	9
0	10	23	8	14	38	26	29	43	26	11	0	11	22	28
49	25	12	10	32	15	1	40	42	39	15	11	0	14	11
3	41	0	29	30	25	47	39	32	32	23	22	14	0	48
7	41	46	7	5	28	2	12	28	14	9	28	11	48	0
