30
1	 24	 405	 453	 11	 72
2	 46	 739	 749	 73	 81
3	 1	 366	 410	 6	 33
4	 64	 738	 750	 23	 29
5	 20	 931	 951	 54	 96
6	 81	 692	 734	 67	 72
7	 37	 1325	 1367	 57	 79
8	 41	 542	 576	 33	 40
9	 57	 1383	 1449	 17	 26
10	 40	 915	 979	 10	 34
11	 15	 1000	 1028	 33	 43
12	 100	 1021	 1029	 42	 56
13	 97	 944	 952	 3	 92
14	 93	 1071	 1079	 65	 74
15	 2	 1396	 1398	 14	 64
16	 27	 568	 638	 7	 51
17	 4	 583	 661	 9	 35
18	 53	 860	 938	 7	 29
19	 31	 1135	 1145	 9	 61
20	 7	 487	 525	 39	 60
21	 92	 741	 757	 27	 38
22	 2	 476	 512	 35	 55
23	 21	 1222	 1296	 6	 51
24	 80	 1325	 1331	 18	 97
25	 43	 848	 860	 29	 54
26	 79	 1097	 1121	 45	 60
27	 55	 448	 462	 12	 68
28	 13	 1518	 1570	 51	 80
29	 13	 762	 814	 11	 52
30	 16	 699	 721	 52	 79
0	34	34	1	31	36	38	47	43	18	6	13	13	17	13	31	2	14	35	20	3	5	8	12	49	3	8	11	38	15
34	0	35	18	45	19	17	20	17	7	33	6	47	33	41	14	11	1	37	27	45	47	35	6	34	5	20	43	22	46
34	35	0	21	32	36	28	2	48	31	16	16	2	27	28	36	5	34	31	16	30	7	3	7	38	31	29	13	18	1
1	18	21	0	49	4	46	6	39	7	11	5	9	22	40	17	45	25	7	12	35	45	43	19	46	13	6	4	11	38
31	45	32	49	0	22	19	5	6	20	42	21	9	5	21	36	36	36	1	41	20	4	19	3	45	37	6	11	47	44
36	19	36	4	22	0	25	16	43	20	15	2	10	36	14	28	7	33	30	39	30	17	28	8	0	22	16	6	4	23
38	17	28	46	19	25	0	6	49	4	36	18	43	9	35	25	42	4	45	2	43	4	1	21	32	12	8	49	46	14
47	20	2	6	5	16	6	0	45	20	49	26	33	24	1	27	47	11	31	22	5	2	9	37	11	0	26	13	1	43
43	17	48	39	6	43	49	45	0	39	42	7	9	5	23	9	23	29	30	9	44	29	5	13	28	43	24	15	36	10
18	7	31	7	20	20	4	20	39	0	2	42	26	19	28	28	34	17	34	28	13	23	46	9	49	32	47	4	29	28
6	33	16	11	42	15	36	49	42	2	0	10	27	17	20	38	13	38	19	22	42	1	32	9	40	34	5	21	4	31
13	6	16	5	21	2	18	26	7	42	10	0	17	5	45	12	47	49	27	48	14	47	48	31	12	18	43	46	7	28
13	47	2	9	9	10	43	33	9	26	27	17	0	3	19	23	40	13	37	10	3	47	7	45	10	10	39	31	46	27
17	33	27	22	5	36	9	24	5	19	17	5	3	0	8	2	47	14	23	47	8	9	17	10	34	9	24	14	25	35
13	41	28	40	21	14	35	1	23	28	20	45	19	8	0	6	2	21	1	14	34	18	3	7	21	5	25	19	6	26
31	14	36	17	36	28	25	27	9	28	38	12	23	2	6	0	46	6	43	37	29	9	24	0	22	24	43	49	30	9
2	11	5	45	36	7	42	47	23	34	13	47	40	47	2	46	0	16	6	4	26	40	41	33	39	18	41	42	9	10
14	1	34	25	36	33	4	11	29	17	38	49	13	14	21	6	16	0	4	4	49	3	12	14	8	8	43	15	46	49
35	37	31	7	1	30	45	31	30	34	19	27	37	23	1	43	6	4	0	32	28	25	1	8	10	4	18	23	36	49
20	27	16	12	41	39	2	22	9	28	22	48	10	47	14	37	4	4	32	0	48	9	0	25	26	10	25	25	6	19
3	45	30	35	20	30	43	5	44	13	42	14	3	8	34	29	26	49	28	48	0	4	47	22	12	7	18	4	3	4
5	47	7	45	4	17	4	2	29	23	1	47	47	9	18	9	40	3	25	9	4	0	12	49	28	34	39	1	42	31
8	35	3	43	19	28	1	9	5	46	32	48	7	17	3	24	41	12	1	0	47	12	0	9	29	30	43	14	33	12
12	6	7	19	3	8	21	37	13	9	9	31	45	10	7	0	33	14	8	25	22	49	9	0	27	32	29	33	8	46
49	34	38	46	45	0	32	11	28	49	40	12	10	34	21	22	39	8	10	26	12	28	29	27	0	25	35	37	5	31
3	5	31	13	37	22	12	0	43	32	34	18	10	9	5	24	18	8	4	10	7	34	30	32	25	0	0	11	16	41
8	20	29	6	6	16	8	26	24	47	5	43	39	24	25	43	41	43	18	25	18	39	43	29	35	0	0	33	9	25
11	43	13	4	11	6	49	13	15	4	21	46	31	14	19	49	42	15	23	25	4	1	14	33	37	11	33	0	31	47
38	22	18	11	47	4	46	1	36	29	4	7	46	25	6	30	9	46	36	6	3	42	33	8	5	16	9	31	0	27
15	46	1	38	44	23	14	43	10	28	31	28	27	35	26	9	10	49	49	19	4	31	12	46	31	41	25	47	27	0
