15
1	 96	 313	 325	 21	 30
2	 11	 556	 572	 15	 62
3	 6	 468	 528	 8	 23
4	 16	 231	 241	 20	 36
5	 87	 603	 647	 41	 57
6	 14	 375	 403	 33	 45
7	 43	 265	 315	 27	 35
8	 55	 580	 586	 48	 68
9	 45	 388	 390	 5	 32
10	 19	 526	 544	 12	 68
11	 19	 176	 192	 15	 23
12	 47	 596	 624	 1	 20
13	 13	 479	 501	 49	 57
14	 27	 452	 478	 23	 37
15	 1	 419	 453	 47	 70
0	34	47	19	30	25	33	27	2	13	36	33	11	36	17
34	0	29	29	5	42	21	20	3	42	30	24	3	30	7
47	29	0	28	5	2	32	9	17	32	39	22	12	40	16
19	29	28	0	48	6	20	29	30	10	23	22	42	20	47
30	5	5	48	0	15	43	42	34	12	45	10	2	30	42
25	42	2	6	15	0	38	47	4	22	45	7	25	40	49
33	21	32	20	43	38	0	39	12	19	27	39	17	46	19
27	20	9	29	42	47	39	0	44	45	30	41	15	6	0
2	3	17	30	34	4	12	44	0	26	13	10	43	13	49
13	42	32	10	12	22	19	45	26	0	17	7	0	21	45
36	30	39	23	45	45	27	30	13	17	0	40	6	7	2
33	24	22	22	10	7	39	41	10	7	40	0	10	23	37
11	3	12	42	2	25	17	15	43	0	6	10	0	49	19
36	30	40	20	30	40	46	6	13	21	7	23	49	0	12
17	7	16	47	42	49	19	0	49	45	2	37	19	12	0
