15
1	 97	 662	 738	 0	 89
2	 31	 677	 683	 33	 77
3	 89	 403	 445	 4	 28
4	 14	 314	 402	 39	 82
5	 42	 910	 950	 11	 55
6	 27	 726	 744	 86	 100
7	 78	 729	 757	 65	 79
8	 8	 121	 175	 32	 71
9	 34	 620	 632	 26	 57
10	 27	 322	 396	 10	 31
11	 91	 904	 952	 13	 34
12	 45	 576	 610	 7	 31
13	 71	 520	 544	 8	 40
14	 29	 404	 452	 38	 49
15	 3	 122	 168	 29	 41
0	14	15	32	27	42	3	8	8	6	7	19	22	32	18
14	0	15	22	2	5	6	32	42	7	43	37	12	33	18
15	15	0	5	47	10	44	39	10	42	28	42	28	25	2
32	22	5	0	41	28	26	28	34	47	4	12	25	28	19
27	2	47	41	0	48	45	24	48	0	32	15	45	3	29
42	5	10	28	48	0	37	9	21	5	38	3	0	1	21
3	6	44	26	45	37	0	47	15	10	21	35	49	10	7
8	32	39	28	24	9	47	0	43	26	19	28	39	37	9
8	42	10	34	48	21	15	43	0	47	29	0	16	6	5
6	7	42	47	0	5	10	26	47	0	26	20	27	3	45
7	43	28	4	32	38	21	19	29	26	0	34	41	9	32
19	37	42	12	15	3	35	28	0	20	34	0	44	29	2
22	12	28	25	45	0	49	39	16	27	41	44	0	4	24
32	33	25	28	3	1	10	37	6	3	9	29	4	0	14
18	18	2	19	29	21	7	9	5	45	32	2	24	14	0
