11
1	 93	 555	 655	 27	 71
2	 29	 627	 629	 34	 85
3	 55	 602	 656	 2	 85
4	 35	 388	 394	 3	 25
5	 59	 751	 809	 9	 25
6	 57	 462	 570	 38	 95
7	 66	 651	 657	 21	 35
8	 85	 638	 658	 11	 45
9	 32	 351	 453	 39	 62
10	 39	 400	 410	 77	 87
11	 80	 291	 293	 51	 84
0	34	27	6	28	10	11	34	29	0	17
34	0	8	0	9	38	36	24	29	18	11
27	8	0	0	20	43	5	21	46	29	4
6	0	0	0	33	39	9	29	4	30	15
28	9	20	33	0	27	16	1	9	35	18
10	38	43	39	27	0	9	33	38	45	32
11	36	5	9	16	9	0	1	9	25	0
34	24	21	29	1	33	1	0	40	5	24
29	29	46	4	9	38	9	40	0	41	5
0	18	29	30	35	45	25	5	41	0	12
17	11	4	15	18	32	0	24	5	12	0
