12
1	 12	 484	 552	 38	 69
2	 99	 227	 257	 17	 37
3	 7	 593	 601	 11	 76
4	 44	 567	 577	 69	 82
5	 1	 617	 677	 1	 27
6	 5	 488	 510	 39	 50
7	 26	 638	 658	 24	 28
8	 99	 371	 385	 23	 73
9	 59	 632	 658	 2	 41
10	 76	 609	 673	 31	 36
11	 76	 340	 350	 61	 69
12	 19	 251	 303	 50	 87
0	26	8	4	16	29	25	25	12	35	19	26
26	0	26	9	15	2	11	40	8	11	5	18
8	26	0	1	4	43	40	16	45	32	45	28
4	9	1	0	8	31	0	45	10	16	12	5
16	15	4	8	0	37	37	1	36	19	2	35
29	2	43	31	37	0	11	4	43	23	7	31
25	11	40	0	37	11	0	1	25	42	49	43
25	40	16	45	1	4	1	0	25	1	23	11
12	8	45	10	36	43	25	25	0	26	0	19
35	11	32	16	19	23	42	1	26	0	14	16
19	5	45	12	2	7	49	23	0	14	0	24
26	18	28	5	35	31	43	11	19	16	24	0
