19
1	 9	 234	 251	 10	 10
2	 40	 179	 189	 8	 9
3	 15	 181	 199	 6	 9
4	 36	 237	 237	 5	 8
5	 17	 169	 186	 2	 4
6	 6	 261	 280	 3	 3
7	 36	 229	 229	 2	 9
8	 18	 185	 204	 3	 7
9	 24	 133	 151	 2	 3
10	 28	 158	 163	 4	 4
11	 24	 281	 282	 4	 4
12	 15	 294	 309	 2	 2
13	 31	 305	 309	 3	 4
14	 28	 180	 197	 1	 1
15	 19	 213	 232	 2	 3
16	 40	 226	 246	 4	 5
17	 37	 254	 259	 5	 10
18	 8	 130	 146	 5	 6
19	 18	 166	 179	 2	 7
0	14	9	15	8	9	13	14	8	12	14	7	13	7	13	6	11	7	15
9	0	10	5	13	11	9	13	5	8	5	6	5	7	13	12	10	14	5
13	12	0	14	7	5	15	8	9	12	8	15	5	12	11	15	8	12	6
7	12	6	0	11	5	9	6	10	11	15	7	7	14	7	11	9	8	12
11	7	6	5	0	5	8	10	14	13	12	9	9	5	5	9	13	7	12
14	12	10	8	6	0	6	12	5	12	9	15	6	6	6	12	13	8	13
14	8	14	15	10	12	0	10	8	5	15	15	14	13	8	14	14	12	9
15	7	15	7	9	11	13	0	9	14	5	12	8	9	15	13	13	9	12
15	12	8	15	10	15	12	14	0	14	6	6	8	7	13	6	9	14	12
5	12	9	14	8	7	8	14	9	0	7	7	10	7	11	13	14	14	11
7	8	12	5	8	15	12	12	11	8	0	7	6	14	11	5	15	8	8
15	9	11	12	15	13	6	13	8	5	11	0	15	5	9	9	15	15	8
13	12	9	10	10	9	13	13	15	9	12	6	0	15	5	5	15	6	10
9	14	6	6	8	5	13	12	6	13	5	11	5	0	15	14	11	10	15
5	6	7	14	14	8	13	14	10	8	13	10	12	5	0	7	5	11	15
9	6	12	9	7	5	8	13	10	7	8	6	14	15	5	0	11	9	12
14	11	8	11	13	9	5	11	14	5	6	9	5	12	9	7	0	5	12
14	8	6	11	12	8	14	11	14	12	7	10	8	15	15	13	7	0	13
10	7	13	8	13	14	5	15	14	12	7	12	9	5	12	13	12	5	0
