17
1	 25	 254	 274	 5	 5
2	 23	 205	 217	 2	 2
3	 33	 108	 123	 2	 3
4	 24	 148	 163	 5	 9
5	 10	 -107	 -105	 1	 1
6	 14	 259	 281	 2	 2
7	 26	 -105	 -90	 2	 10
8	 7	 153	 170	 1	 3
9	 25	 263	 278	 3	 9
10	 36	 -99	 -93	 6	 7
11	 17	 101	 118	 1	 4
12	 23	 232	 244	 7	 7
13	 15	 213	 225	 3	 4
14	 17	 153	 172	 3	 3
15	 29	 -76	 -68	 9	 9
16	 27	 216	 227	 2	 3
17	 33	 -13	 -4	 1	 1
0	10	6	7	7	9	5	12	5	8	10	14	14	7	9	9	6
10	0	5	5	13	15	13	7	11	13	8	5	14	8	10	13	7
11	12	0	13	6	7	6	6	6	15	8	12	8	11	8	5	11
11	8	9	0	9	14	10	9	8	13	5	9	10	15	5	13	11
6	7	7	14	0	5	10	7	10	6	9	6	11	11	11	7	7
14	13	9	14	7	0	8	14	11	7	13	7	9	12	5	15	6
5	10	15	15	8	9	0	14	12	7	11	9	13	6	13	12	9
14	11	6	14	15	14	7	0	8	13	12	10	11	7	5	8	10
11	5	13	7	15	13	14	10	0	6	11	6	12	8	13	10	12
9	13	7	12	7	13	13	14	12	0	13	6	6	13	14	13	15
12	14	9	13	7	7	13	15	11	7	0	14	6	11	15	5	15
15	8	5	13	15	5	15	5	7	12	13	0	7	10	11	5	6
5	11	7	8	15	7	8	12	10	9	6	5	0	14	10	8	5
12	7	11	15	14	12	11	9	11	9	13	14	8	0	7	7	15
5	8	13	13	9	13	11	13	14	9	10	12	5	10	0	6	14
6	12	8	10	12	11	11	12	8	9	12	9	9	5	14	0	6
14	11	6	13	9	14	13	13	10	15	10	13	8	7	6	7	0
