13
1	 35	 150	 169	 6	 6
2	 35	 116	 119	 1	 1
3	 10	 227	 239	 2	 2
4	 34	 166	 170	 2	 5
5	 10	 206	 209	 1	 4
6	 7	 90	 100	 1	 4
7	 10	 107	 123	 1	 1
8	 30	 202	 218	 1	 1
9	 8	 -4	 9	 2	 4
10	 22	 99	 101	 2	 2
11	 4	 246	 252	 1	 1
12	 33	 256	 264	 1	 10
13	 38	 46	 52	 4	 7
0	15	12	14	14	9	13	9	10	9	12	9	5
10	0	9	14	6	14	13	6	14	12	9	5	12
11	13	0	12	13	6	11	12	9	5	7	13	7
12	15	14	0	9	13	11	7	8	5	13	8	5
6	13	6	7	0	9	14	15	12	15	8	9	11
8	11	5	14	7	0	7	14	5	6	10	7	11
13	9	14	15	10	8	0	6	11	6	8	9	12
10	9	10	8	5	6	11	0	15	7	8	8	8
13	7	7	9	7	11	13	9	0	15	5	12	15
8	6	9	10	15	7	11	6	10	0	8	14	10
11	15	9	12	6	9	14	5	13	8	0	12	12
8	11	12	11	11	5	12	12	9	11	7	0	15
10	6	14	11	12	6	14	14	13	10	8	10	0
