30
1	 37	 260	 279	 8	 9
2	 23	 292	 298	 1	 8
3	 24	 724	 745	 2	 3
4	 13	 268	 280	 2	 4
5	 5	 388	 391	 1	 1
6	 31	 600	 617	 2	 9
7	 4	 243	 258	 4	 4
8	 34	 265	 266	 2	 3
9	 16	 596	 613	 1	 1
10	 15	 451	 469	 3	 5
11	 30	 308	 329	 1	 8
12	 35	 457	 463	 5	 5
13	 40	 490	 496	 7	 7
14	 20	 288	 299	 5	 9
15	 31	 731	 750	 4	 8
16	 7	 507	 525	 2	 3
17	 30	 505	 521	 3	 7
18	 9	 256	 269	 1	 4
19	 11	 304	 312	 1	 3
20	 30	 397	 401	 6	 8
21	 7	 406	 408	 1	 1
22	 24	 459	 461	 5	 9
23	 38	 637	 655	 1	 1
24	 40	 497	 516	 2	 7
25	 27	 579	 580	 1	 1
26	 26	 620	 620	 2	 5
27	 27	 609	 616	 4	 4
28	 26	 336	 343	 4	 6
29	 9	 632	 640	 3	 3
30	 40	 283	 288	 4	 7
0	10	11	7	15	11	9	10	7	10	5	15	8	9	14	14	8	12	6	10	14	12	12	7	13	12	6	8	10	8
10	0	13	12	8	13	5	7	15	10	9	11	11	10	9	9	9	9	5	7	11	5	5	13	8	6	8	15	14	12
15	14	0	5	6	7	15	9	11	12	14	15	12	12	8	13	7	8	7	15	5	11	10	8	7	15	12	6	11	7
14	13	14	0	14	14	9	14	7	5	6	6	12	5	12	14	14	6	11	15	11	14	15	12	10	13	8	12	8	9
10	15	5	6	0	9	15	11	9	8	6	8	8	6	13	7	10	11	12	9	13	5	8	15	8	9	5	8	12	7
11	15	7	10	13	0	10	10	13	12	7	14	6	13	13	8	8	9	12	7	15	5	13	12	7	8	5	8	8	7
12	8	9	14	14	10	0	12	9	9	9	9	13	15	12	7	10	5	12	8	13	11	5	11	14	5	7	13	14	9
10	11	10	11	5	15	6	0	11	11	11	11	6	13	7	15	6	6	8	15	10	12	11	13	13	9	8	15	11	11
14	15	12	10	12	7	9	8	0	12	6	15	6	15	12	5	12	13	10	7	9	15	12	15	13	14	8	5	12	12
13	6	13	6	9	6	15	9	14	0	15	8	7	7	13	12	15	10	13	10	15	14	13	8	13	5	6	10	15	13
10	10	6	14	6	13	12	9	13	14	0	15	12	8	6	12	14	14	10	15	12	5	7	12	12	6	9	9	12	6
11	5	7	8	9	8	13	11	12	7	6	0	14	15	9	9	8	12	7	7	15	14	5	6	14	7	9	7	12	12
11	13	8	8	13	12	12	8	9	12	6	13	0	12	5	11	13	11	10	12	11	8	9	13	8	9	13	12	9	7
14	7	13	9	11	13	13	5	14	11	15	8	13	0	10	8	11	11	13	5	15	5	13	7	7	7	10	11	13	13
6	7	5	14	12	8	7	12	7	9	6	6	8	15	0	7	11	7	13	13	10	8	5	13	13	15	8	13	5	14
11	12	7	7	14	13	8	7	11	9	15	10	8	9	5	0	9	5	6	14	6	10	6	13	11	7	10	6	11	13
7	11	14	14	8	15	6	11	9	12	14	5	8	14	9	8	0	8	14	5	8	6	7	15	12	11	15	12	8	5
11	12	11	8	13	12	7	13	8	9	7	13	6	14	8	11	11	0	5	6	15	15	10	15	12	8	11	10	10	7
6	13	5	15	12	12	14	7	14	15	14	6	12	11	10	5	8	14	0	5	5	6	5	10	5	12	13	12	7	6
6	5	11	7	8	14	8	13	15	14	5	6	15	11	7	12	10	11	10	0	6	6	12	14	9	11	10	12	10	6
7	13	5	8	15	13	10	11	5	11	6	14	15	5	12	11	13	9	6	13	0	13	15	8	5	6	6	14	11	11
15	11	13	7	14	15	11	12	13	13	14	14	15	10	13	14	15	15	5	14	9	0	14	15	12	14	5	15	5	6
13	9	14	8	5	10	10	6	8	14	15	9	12	15	8	12	13	12	9	8	7	5	0	15	8	10	13	9	9	11
7	14	5	7	6	6	9	11	6	14	13	6	13	14	11	13	9	14	6	6	12	12	6	0	6	5	8	13	9	8
5	11	15	11	7	6	15	5	6	6	8	6	13	11	5	7	11	10	13	14	9	12	7	8	0	12	12	12	15	6
11	9	12	9	15	7	9	6	14	15	14	10	6	14	5	12	15	14	7	8	7	15	6	10	9	0	12	10	7	15
5	11	7	9	11	6	8	5	10	11	5	14	13	12	11	15	13	15	15	11	10	13	7	5	15	9	0	14	13	8
15	12	12	13	15	7	12	13	9	13	12	12	11	10	15	13	11	7	14	6	5	15	5	10	6	8	10	0	13	5
15	11	5	13	14	5	9	5	9	12	6	13	8	11	8	14	14	12	15	13	10	8	10	10	7	11	14	10	0	13
12	6	15	9	5	5	15	10	14	7	14	9	9	11	13	13	15	11	10	7	5	8	6	12	12	14	15	5	14	0
