20
1	 15	 500	 506	 2	 3
2	 24	 216	 236	 2	 3
3	 22	 369	 384	 1	 8
4	 29	 192	 207	 4	 4
5	 12	 510	 531	 3	 7
6	 21	 232	 252	 5	 8
7	 24	 395	 399	 7	 8
8	 13	 403	 417	 3	 3
9	 26	 309	 314	 2	 2
10	 21	 414	 414	 1	 9
11	 39	 383	 400	 1	 1
12	 34	 572	 587	 1	 2
13	 25	 495	 499	 6	 7
14	 19	 351	 354	 9	 9
15	 34	 195	 205	 1	 5
16	 8	 435	 454	 1	 1
17	 38	 364	 372	 1	 7
18	 6	 408	 420	 1	 1
19	 17	 553	 574	 2	 2
20	 19	 498	 502	 4	 6
0	11	14	8	8	10	9	7	13	15	14	6	9	8	5	13	10	14	6	6
15	0	13	6	14	10	11	6	14	11	8	13	6	10	12	15	8	14	15	8
14	13	0	14	15	5	15	8	13	9	12	5	14	13	13	8	13	12	7	10
11	7	10	0	6	11	6	14	8	10	12	8	9	13	9	10	15	6	10	6
11	5	11	8	0	15	5	7	11	10	10	14	14	5	14	8	8	8	11	9
6	8	11	6	13	0	6	5	13	8	7	14	11	5	7	9	13	7	12	15
7	5	6	12	6	5	0	9	12	5	12	15	15	6	5	11	10	8	9	7
9	8	8	15	12	13	15	0	11	12	8	5	13	15	13	11	13	6	13	6
14	13	7	5	6	8	11	8	0	8	14	6	8	11	6	9	14	5	15	13
11	11	12	8	6	11	5	5	10	0	5	7	6	8	13	11	15	5	7	14
8	6	15	7	12	7	9	8	7	9	0	7	7	9	14	9	13	8	5	14
15	14	15	6	9	13	12	7	14	8	11	0	12	8	15	9	8	13	5	11
13	5	10	11	9	5	12	5	14	13	6	6	0	11	8	8	15	13	8	14
10	10	5	13	8	8	12	9	8	6	12	10	15	0	10	12	13	7	13	9
13	12	7	11	9	12	7	10	5	15	12	15	9	7	0	8	5	13	9	5
14	8	15	12	14	11	13	12	10	9	9	14	5	7	8	0	7	6	15	14
5	14	12	10	10	6	9	8	13	9	13	13	6	9	15	8	0	11	12	6
9	12	7	7	7	10	15	9	7	10	10	13	10	15	8	13	8	0	7	6
13	13	8	8	12	15	7	7	7	8	9	7	13	15	5	13	14	7	0	10
5	7	13	5	15	7	5	13	5	6	12	11	6	14	13	6	14	9	10	0
