14
1	 18	 261	 265	 6	 8
2	 39	 283	 288	 2	 9
3	 33	 191	 194	 2	 6
4	 20	 258	 269	 9	 9
5	 3	 306	 322	 6	 8
6	 25	 235	 256	 3	 3
7	 36	 255	 264	 3	 3
8	 5	 239	 249	 2	 3
9	 35	 238	 247	 3	 3
10	 19	 288	 300	 7	 7
11	 31	 310	 313	 4	 10
12	 3	 112	 133	 1	 3
13	 15	 238	 240	 6	 8
14	 36	 149	 155	 1	 3
0	13	14	14	12	8	15	7	11	5	8	14	6	6
8	0	13	12	9	10	5	5	11	5	11	9	12	13
12	6	0	8	14	14	12	14	5	8	8	10	15	9
10	6	14	0	13	12	9	7	5	9	5	10	6	13
10	11	8	8	0	8	12	15	8	5	15	14	13	15
14	11	7	7	14	0	7	13	11	15	10	12	5	15
11	14	7	8	12	11	0	14	8	15	12	7	5	14
10	11	5	5	9	7	6	0	5	12	7	6	11	10
12	5	13	8	5	6	8	6	0	6	11	13	14	5
14	8	10	13	12	10	11	15	15	0	14	7	11	10
10	10	13	5	8	6	12	15	11	13	0	14	11	13
9	12	15	8	10	9	10	14	13	7	5	0	14	15
10	10	15	7	7	6	11	7	9	9	6	15	0	7
11	5	9	14	6	15	10	9	6	13	11	7	6	0
