14
1	 12	 94	 98	 7	 10
2	 5	 53	 64	 4	 10
3	 5	 -7	 -6	 4	 4
4	 10	 80	 93	 2	 5
5	 5	 -9	 2	 1	 2
6	 37	 66	 84	 1	 1
7	 19	 57	 72	 2	 6
8	 31	 12	 31	 3	 5
9	 32	 44	 50	 1	 10
10	 26	 88	 102	 6	 6
11	 35	 85	 101	 6	 6
12	 8	 -18	 -12	 8	 10
13	 36	 -14	 -5	 3	 5
14	 32	 -7	 -6	 6	 10
0	13	10	9	13	15	5	6	15	9	5	9	5	12
15	0	15	11	15	6	5	13	10	10	11	5	9	12
15	13	0	8	8	7	15	11	9	15	11	13	9	14
12	9	15	0	7	13	14	5	5	5	6	14	7	12
5	14	7	11	0	13	14	14	7	12	13	15	14	7
11	9	11	13	9	0	15	7	11	15	14	15	9	15
8	11	8	13	5	9	0	12	14	10	7	12	14	8
14	12	12	7	15	7	13	0	10	11	8	11	12	12
13	9	5	12	11	10	5	7	0	6	10	8	14	14
11	14	9	9	5	11	13	9	5	0	15	8	11	6
11	8	12	11	14	5	5	9	10	14	0	9	13	14
14	7	8	15	7	5	9	12	6	13	15	0	10	5
9	8	9	11	8	8	5	7	8	11	6	14	0	10
5	12	10	7	14	15	6	15	10	9	9	14	9	0
