18
1	 28	 -136	 -117	 1	 3
2	 22	 289	 301	 6	 10
3	 17	 -12	 2	 1	 7
4	 24	 178	 200	 7	 8
5	 39	 25	 44	 1	 1
6	 28	 -78	 -74	 2	 2
7	 16	 -53	 -32	 5	 5
8	 14	 206	 217	 3	 4
9	 13	 21	 30	 1	 1
10	 40	 68	 79	 1	 1
11	 33	 -131	 -113	 4	 7
12	 8	 245	 262	 1	 1
13	 33	 52	 56	 1	 1
14	 38	 107	 115	 2	 2
15	 6	 157	 157	 3	 4
16	 39	 112	 114	 4	 7
17	 25	 159	 175	 4	 4
18	 4	 99	 117	 1	 1
0	10	13	8	15	11	8	14	8	8	13	7	8	14	9	12	6	9
6	0	15	14	10	6	6	9	11	12	9	5	8	10	13	15	13	10
10	9	0	10	9	15	8	13	13	14	11	10	15	8	15	5	7	10
10	7	12	0	9	7	10	15	13	8	13	8	8	12	8	14	10	10
15	6	9	5	0	10	13	9	9	9	14	12	11	12	10	8	8	5
11	13	10	10	10	0	10	12	15	12	13	10	10	15	15	13	15	14
5	9	11	10	5	9	0	14	5	5	6	8	13	13	8	15	11	5
7	9	11	6	10	6	12	0	15	13	12	12	8	9	8	12	12	5
11	12	12	7	12	12	7	11	0	12	12	13	11	9	5	7	14	11
13	9	15	6	13	10	12	13	12	0	9	12	5	12	5	11	8	13
5	5	12	12	6	10	15	10	9	13	0	11	12	5	11	8	5	6
9	12	6	15	6	8	12	13	9	6	15	0	7	13	12	6	6	8
5	6	11	13	12	7	9	6	12	8	15	14	0	11	14	6	5	12
8	15	6	7	5	9	5	11	15	8	6	11	14	0	11	7	5	13
15	11	9	8	12	9	5	10	6	5	11	14	8	6	0	8	14	6
12	12	8	7	7	8	11	7	14	12	7	11	12	14	10	0	11	14
6	6	15	7	11	13	14	6	5	12	12	7	9	13	14	9	0	7
12	6	8	11	11	15	10	15	7	14	12	6	8	5	10	7	5	0
