30
1	 18	 571	 586	 1	 2
2	 16	 501	 505	 1	 9
3	 18	 368	 387	 1	 2
4	 3	 411	 428	 2	 3
5	 37	 709	 724	 2	 2
6	 39	 729	 747	 4	 8
7	 37	 755	 775	 1	 2
8	 16	 225	 243	 9	 9
9	 36	 463	 471	 8	 10
10	 38	 550	 553	 7	 9
11	 27	 263	 278	 2	 3
12	 12	 244	 256	 1	 2
13	 19	 381	 383	 2	 3
14	 15	 543	 553	 2	 2
15	 13	 532	 546	 4	 4
16	 24	 222	 234	 7	 10
17	 37	 336	 346	 6	 7
18	 11	 217	 229	 3	 4
19	 19	 750	 762	 3	 3
20	 38	 543	 565	 4	 6
21	 37	 579	 583	 5	 6
22	 39	 655	 665	 1	 10
23	 10	 184	 185	 2	 6
24	 12	 319	 333	 6	 6
25	 17	 308	 312	 3	 3
26	 8	 650	 672	 8	 8
27	 13	 563	 566	 1	 3
28	 26	 320	 330	 1	 1
29	 19	 132	 152	 1	 2
30	 11	 179	 182	 1	 8
0	14	6	15	6	5	8	7	14	11	9	5	8	8	10	15	12	14	5	10	8	12	13	5	13	15	5	7	5	12
9	0	11	8	12	13	8	9	9	6	11	14	15	6	13	15	15	8	13	9	5	14	13	6	7	14	6	12	9	14
14	12	0	8	9	12	7	7	9	12	13	6	11	15	9	12	8	5	12	9	12	12	11	7	13	14	15	13	8	8
10	10	6	0	5	14	15	14	15	13	7	6	12	11	8	5	12	10	7	13	13	7	7	7	6	12	5	13	14	14
7	11	8	7	0	13	9	12	6	15	12	11	5	8	13	15	12	15	7	5	8	10	14	6	7	7	8	14	6	14
15	8	13	10	13	0	13	8	13	14	7	14	7	11	5	11	12	6	10	5	5	15	14	8	15	14	14	14	8	8
9	15	9	13	13	8	0	7	9	11	6	5	14	12	12	6	7	8	5	13	9	14	14	14	8	10	8	13	10	8
8	5	15	15	9	7	14	0	12	15	7	12	11	9	13	5	12	12	11	12	10	8	5	12	15	12	11	9	14	7
7	13	12	8	6	10	7	9	0	5	10	13	10	15	8	6	12	7	10	7	12	7	7	13	12	5	7	12	13	6
7	15	5	7	11	8	11	10	10	0	14	7	5	5	9	9	12	5	11	12	7	10	9	5	15	6	12	5	6	7
11	12	9	15	11	5	13	12	6	12	0	12	6	5	15	8	14	6	6	11	6	12	8	13	13	8	12	15	15	8
10	15	12	7	5	7	13	5	11	8	8	0	15	13	9	6	12	7	10	8	7	15	6	11	14	9	10	9	14	9
10	14	6	12	10	13	13	5	15	10	15	6	0	9	11	15	10	13	15	14	8	14	10	7	11	9	11	6	7	8
10	12	5	6	9	10	9	10	5	7	9	15	7	0	10	7	6	10	15	12	9	8	11	5	12	15	7	13	14	13
10	9	6	7	5	6	13	12	10	8	13	6	9	15	0	8	15	15	11	9	8	8	7	15	12	11	10	11	11	10
10	9	9	10	14	13	7	10	5	12	5	6	12	7	15	0	14	5	14	6	13	11	15	5	6	8	11	10	13	6
8	6	15	7	7	14	11	8	10	14	15	8	9	15	13	8	0	7	6	7	6	7	15	9	6	7	8	9	14	14
12	10	10	10	8	13	15	10	13	12	8	12	7	9	13	14	15	0	15	7	9	15	8	15	6	9	14	8	13	7
13	9	5	6	8	14	9	13	8	9	5	11	9	15	15	7	9	9	0	6	11	8	6	12	7	11	11	6	15	11
15	14	9	5	8	10	12	7	7	7	7	9	9	8	13	13	6	15	13	0	10	8	8	14	7	13	12	13	14	10
7	8	15	15	7	11	10	8	11	13	15	9	13	12	12	13	15	6	15	9	0	7	9	11	8	15	11	6	9	13
6	15	7	14	9	6	12	15	6	10	11	8	13	8	14	6	14	15	10	7	11	0	10	7	8	10	13	5	8	12
15	6	7	10	9	10	13	10	13	12	10	8	7	5	15	14	7	11	5	5	12	12	0	10	12	5	6	8	9	6
8	13	13	5	11	14	15	6	13	15	14	13	7	15	12	12	15	13	6	14	8	10	13	0	12	10	13	13	6	5
7	13	5	11	15	6	5	13	6	9	13	14	12	12	15	7	10	9	6	6	9	13	6	5	0	7	5	12	5	13
5	9	12	11	10	5	11	9	9	10	12	5	5	15	8	7	9	13	9	14	8	6	15	6	13	0	9	15	5	12
6	13	13	12	8	7	8	13	11	9	11	14	10	10	6	15	6	5	9	14	9	6	14	7	5	13	0	14	12	14
12	10	6	11	5	7	8	8	11	15	13	6	11	13	8	11	8	13	11	13	14	9	5	14	14	6	9	0	11	10
14	14	7	6	10	11	14	14	5	9	9	15	13	5	9	9	9	11	8	14	15	14	12	7	7	5	14	14	0	11
15	5	11	9	14	5	14	11	9	7	8	6	5	7	12	6	10	6	8	8	13	11	11	15	5	14	5	6	6	0
