50
1	 26	 276	 289	 7	 9
2	 8	 283	 292	 8	 10
3	 32	 410	 418	 6	 9
4	 21	 188	 196	 6	 7
5	 16	 357	 370	 6	 8
6	 33	 30	 40	 7	 9
7	 16	 231	 233	 3	 10
8	 9	 89	 105	 1	 1
9	 9	 332	 342	 4	 6
10	 25	 349	 364	 3	 3
11	 28	 373	 393	 1	 3
12	 6	 381	 383	 5	 5
13	 18	 190	 211	 7	 10
14	 35	 21	 35	 2	 5
15	 9	 196	 206	 3	 3
16	 12	 4	 24	 3	 3
17	 22	 222	 226	 2	 2
18	 10	 350	 364	 3	 3
19	 39	 351	 372	 3	 4
20	 29	 205	 213	 6	 6
21	 21	 38	 48	 2	 2
22	 30	 44	 45	 1	 1
23	 21	 261	 262	 3	 6
24	 19	 332	 344	 1	 2
25	 7	 340	 353	 7	 9
26	 18	 326	 337	 1	 7
27	 29	 0	 8	 1	 2
28	 34	 -8	 13	 8	 10
29	 26	 371	 390	 2	 2
30	 11	 270	 274	 2	 9
31	 35	 135	 137	 1	 1
32	 8	 131	 134	 9	 9
33	 17	 305	 308	 1	 1
34	 10	 162	 180	 4	 7
35	 20	 56	 58	 9	 9
36	 34	 218	 237	 2	 3
37	 14	 230	 237	 1	 4
38	 13	 337	 351	 10	 10
39	 37	 54	 66	 4	 7
40	 16	 271	 272	 1	 4
41	 9	 26	 34	 1	 1
42	 34	 277	 279	 6	 8
43	 18	 284	 286	 2	 8
44	 34	 80	 86	 3	 7
45	 33	 23	 37	 1	 7
46	 37	 314	 321	 7	 9
47	 32	 84	 103	 2	 3
48	 11	 336	 337	 1	 2
49	 19	 410	 431	 7	 7
50	 19	 339	 359	 1	 3
0	6	13	5	6	5	15	6	12	14	14	8	10	8	7	10	5	10	6	14	6	15	15	14	6	7	13	7	6	9	8	14	15	12	11	11	10	12	10	12	13	5	9	12	8	15	7	12	7	6
9	0	6	10	6	11	7	10	8	12	13	7	13	10	14	15	5	11	13	14	8	13	11	13	15	6	9	8	15	15	11	13	9	13	10	10	11	11	15	13	15	6	13	15	12	12	6	8	12	12
6	8	0	8	5	9	13	9	14	9	12	11	6	10	5	10	9	7	9	5	7	10	7	11	10	13	10	7	14	6	12	8	6	15	7	14	14	7	5	9	14	9	6	9	5	11	11	14	9	14
5	5	9	0	8	13	15	9	8	13	12	8	10	14	6	6	14	11	5	5	8	15	13	13	14	10	10	5	12	15	11	15	5	11	11	13	9	9	14	8	7	6	15	14	15	13	11	13	6	13
12	12	12	14	0	6	11	15	13	13	7	12	7	8	12	10	6	15	8	9	10	15	8	6	9	15	5	10	6	14	9	11	11	10	11	13	10	10	10	10	8	9	11	13	9	12	8	5	10	9
14	10	10	6	7	0	10	5	8	6	12	15	11	8	10	12	10	8	9	14	14	7	10	7	9	15	8	8	13	13	7	9	10	7	9	12	10	9	8	13	12	8	15	8	14	14	6	14	11	10
10	11	12	15	6	7	0	8	10	12	5	14	12	9	15	7	7	6	13	5	10	15	6	15	14	15	14	12	9	13	6	11	14	6	14	12	12	15	10	9	7	7	14	14	13	12	7	8	14	9
8	14	6	13	8	12	10	0	9	10	9	10	15	8	6	10	15	15	5	5	14	15	6	14	12	15	7	7	12	5	15	11	7	7	6	9	15	9	13	7	14	12	6	6	5	9	9	9	13	14
15	11	13	12	5	10	5	11	0	8	15	15	14	5	9	14	5	10	8	10	6	11	10	5	14	8	13	7	15	7	12	15	10	12	8	9	10	11	6	12	5	11	8	9	11	8	14	6	11	11
13	5	13	7	10	12	12	12	15	0	13	6	14	5	10	10	9	11	9	8	15	15	9	13	6	7	8	7	6	12	10	13	10	15	5	13	15	10	6	15	12	8	7	5	10	15	10	13	5	14
