13
1	 10	 -21	 -18	 4	 4
2	 36	 46	 49	 3	 7
3	 23	 88	 100	 4	 10
4	 12	 100	 106	 1	 1
5	 33	 52	 65	 1	 2
6	 24	 13	 18	 6	 7
7	 2	 84	 99	 1	 8
8	 10	 59	 71	 1	 6
9	 18	 -31	 -24	 1	 3
10	 9	 32	 35	 1	 2
11	 21	 111	 126	 2	 3
12	 31	 -11	 -4	 2	 3
13	 24	 -30	 -11	 4	 4
0	10	8	10	6	6	15	14	10	15	6	14	13
6	0	6	6	8	12	8	9	8	15	7	7	8
14	14	0	10	10	11	9	13	11	6	5	13	9
8	12	12	0	8	8	7	11	15	11	14	5	8
8	11	10	12	0	13	13	9	6	8	7	14	7
9	9	13	15	13	0	12	5	10	10	13	7	6
6	13	11	15	11	15	0	14	11	10	14	8	10
9	7	13	10	7	11	15	0	14	12	14	12	11
7	8	5	13	5	10	11	7	0	6	5	10	14
15	7	13	9	7	12	9	14	15	0	15	8	6
12	7	5	10	9	11	12	6	14	13	0	15	11
10	5	11	12	6	14	6	12	6	15	9	0	14
13	6	14	15	7	9	15	10	10	8	9	11	0
