16
1	 12	 -125	 -121	 2	 2
2	 24	 -139	 -129	 1	 6
3	 27	 4	 7	 1	 2
4	 14	 177	 187	 4	 8
5	 32	 -102	 -92	 3	 3
6	 5	 -5	 0	 6	 8
7	 19	 186	 189	 1	 1
8	 31	 59	 59	 5	 7
9	 21	 -34	 -34	 2	 9
10	 19	 225	 228	 1	 1
11	 19	 165	 171	 3	 10
12	 8	 69	 84	 1	 1
13	 30	 179	 192	 2	 5
14	 19	 -52	 -51	 5	 9
15	 21	 0	 19	 7	 7
16	 10	 -91	 -82	 4	 6
0	8	13	5	9	11	10	6	14	8	13	9	12	10	6	11
12	0	11	7	11	9	10	13	6	11	9	13	10	11	9	11
11	6	0	7	5	13	6	14	8	14	14	7	11	6	10	11
11	6	12	0	6	11	7	11	14	14	13	15	15	9	10	7
13	10	10	5	0	6	7	8	11	10	13	10	15	12	10	6
11	7	14	15	11	0	12	9	6	7	10	15	6	6	5	7
9	10	8	11	12	9	0	5	11	7	9	11	13	13	10	8
15	6	13	9	11	6	11	0	11	6	12	14	10	6	7	12
9	13	5	15	10	7	8	8	0	6	15	14	7	6	9	13
15	10	6	8	7	11	12	14	11	0	11	5	13	6	5	10
5	5	6	8	8	11	12	12	10	14	0	9	8	15	9	11
6	6	9	13	9	7	10	12	14	9	15	0	11	5	6	15
7	7	9	12	12	12	5	14	7	14	6	8	0	7	14	7
11	6	15	15	11	15	7	12	6	6	12	11	13	0	10	12
11	10	7	15	9	14	7	13	8	5	14	13	12	13	0	11
8	15	13	13	10	9	6	5	9	14	8	15	7	7	8	0
