20
1	 36	 267	 268	 6	 7
2	 7	 142	 154	 6	 8
3	 33	 193	 212	 1	 2
4	 38	 147	 163	 5	 9
5	 8	 344	 363	 2	 3
6	 21	 134	 156	 1	 4
7	 29	 172	 176	 3	 3
8	 8	 139	 142	 4	 5
9	 29	 344	 347	 1	 1
10	 26	 176	 182	 5	 7
11	 32	 263	 285	 1	 5
12	 22	 332	 353	 4	 8
13	 23	 215	 236	 1	 7
14	 11	 225	 229	 9	 9
15	 29	 173	 173	 2	 2
16	 15	 185	 191	 1	 1
17	 33	 272	 274	 1	 7
18	 15	 184	 190	 9	 10
19	 30	 364	 376	 4	 7
20	 27	 215	 215	 8	 9
0	13	6	13	12	15	11	5	15	15	13	11	11	9	7	5	10	8	9	7
12	0	7	10	10	8	9	9	7	5	8	9	10	12	6	5	8	15	10	5
6	11	0	10	8	15	5	5	5	8	15	15	7	15	15	15	9	9	14	6
10	5	7	0	15	5	6	6	12	10	11	13	15	8	12	8	11	6	14	7
7	10	9	10	0	14	12	11	5	6	12	15	11	10	10	9	6	6	9	6
9	6	14	9	13	0	8	9	11	7	10	7	14	13	8	11	10	7	8	13
6	11	14	9	13	13	0	13	14	6	8	7	14	13	13	13	6	15	8	7
15	14	13	11	13	5	7	0	7	10	8	9	11	8	15	5	12	7	11	7
10	13	5	7	14	5	5	12	0	11	12	6	6	15	10	7	5	11	8	7
9	13	7	15	7	12	12	6	15	0	12	10	5	15	12	9	15	10	15	14
8	7	6	12	15	7	13	7	9	14	0	15	7	14	7	15	8	15	8	15
8	12	13	10	7	11	14	10	8	8	13	0	12	11	8	15	6	7	7	12
8	12	15	5	5	6	12	5	12	15	6	13	0	12	9	6	14	6	11	11
12	9	12	15	13	5	9	9	8	5	15	11	11	0	9	5	11	6	10	12
14	5	5	6	8	12	9	15	15	14	15	9	6	9	0	7	11	5	12	7
13	12	13	12	14	14	14	9	6	13	10	8	15	13	7	0	5	9	5	11
13	11	13	5	14	9	13	14	9	5	9	12	7	13	14	10	0	14	15	8
11	9	9	10	11	15	7	15	10	10	12	6	8	8	5	7	6	0	11	13
7	6	10	5	15	11	12	9	10	6	14	6	13	14	11	10	15	9	0	14
15	5	8	13	15	5	14	11	6	5	5	7	10	6	10	8	8	9	13	0
