17
1	 37	 341	 362	 3	 4
2	 40	 250	 252	 1	 1
3	 38	 348	 365	 4	 4
4	 28	 265	 265	 3	 8
5	 36	 367	 374	 2	 2
6	 14	 309	 330	 6	 8
7	 8	 373	 374	 3	 7
8	 5	 264	 285	 1	 1
9	 37	 258	 278	 5	 5
10	 9	 309	 327	 3	 6
11	 23	 259	 280	 7	 7
12	 29	 227	 246	 2	 3
13	 30	 350	 372	 7	 10
14	 15	 278	 287	 5	 5
15	 21	 282	 296	 6	 6
16	 25	 315	 335	 4	 7
17	 22	 303	 321	 5	 5
0	10	9	8	11	13	7	9	5	7	11	8	11	12	9	10	11
5	0	7	8	5	14	8	12	15	15	12	13	5	9	14	15	12
11	9	0	9	13	13	13	15	7	6	6	14	11	8	14	6	14
8	7	10	0	10	10	6	13	9	5	10	7	12	14	10	13	8
12	12	13	6	0	6	10	5	15	6	9	10	10	10	7	11	6
7	12	10	6	11	0	12	10	15	6	8	8	11	5	10	8	5
8	11	15	13	5	9	0	10	6	7	13	6	8	10	6	14	6
8	6	9	13	5	7	5	0	11	15	11	7	8	14	12	12	7
11	14	15	5	8	7	7	9	0	6	8	9	7	5	15	10	8
12	8	15	13	5	12	5	9	7	0	5	9	10	11	14	12	11
5	13	15	9	11	11	13	5	5	9	0	13	12	11	6	10	6
11	15	11	14	8	10	8	5	14	7	10	0	5	13	6	11	9
15	12	6	13	13	6	6	10	14	10	6	13	0	7	7	5	10
7	5	10	11	13	13	11	10	14	5	10	7	14	0	9	11	5
15	6	14	15	15	11	8	11	12	10	6	7	5	10	0	15	14
14	9	12	12	5	10	15	14	8	10	8	10	5	10	10	0	7
8	14	9	10	10	13	9	10	8	5	15	9	5	7	10	9	0
