11
1	 29	 36	 43	 8	 10
2	 19	 -29	 -7	 2	 2
3	 32	 122	 143	 4	 4
4	 24	 67	 68	 3	 10
5	 36	 73	 83	 2	 6
6	 4	 66	 74	 1	 1
7	 13	 33	 43	 1	 6
8	 33	 84	 103	 4	 6
9	 2	 -34	 -31	 4	 8
10	 18	 116	 136	 2	 4
11	 34	 79	 100	 1	 1
0	8	12	9	6	7	10	11	7	13	6
11	0	14	7	9	7	10	15	8	15	13
10	15	0	11	10	13	7	12	13	8	6
13	14	9	0	13	15	7	6	13	15	7
10	15	7	11	0	11	12	11	10	5	14
6	6	13	10	7	0	5	13	15	14	7
9	15	8	6	14	15	0	15	10	13	7
10	7	8	11	12	7	11	0	8	14	8
5	5	14	14	14	5	8	10	0	10	7
9	15	7	5	12	8	13	14	8	0	5
13	13	14	11	14	15	13	6	11	7	0
