17
1	 9	 281	 282	 4	 6
2	 39	 185	 194	 1	 4
3	 10	 261	 283	 7	 7
4	 7	 195	 210	 2	 3
5	 12	 346	 359	 2	 4
6	 7	 173	 176	 1	 5
7	 40	 230	 247	 2	 2
8	 40	 175	 184	 3	 7
9	 32	 436	 455	 1	 1
10	 40	 192	 208	 2	 2
11	 22	 189	 192	 2	 10
12	 32	 447	 448	 1	 10
13	 20	 424	 441	 1	 7
14	 11	 383	 388	 1	 1
15	 12	 407	 414	 6	 10
16	 29	 218	 227	 6	 6
17	 28	 261	 263	 1	 5
0	7	7	8	12	10	13	14	7	11	8	5	7	5	9	11	8
6	0	11	6	14	13	11	7	13	5	9	6	11	6	15	6	8
13	7	0	12	8	12	6	14	12	10	10	12	9	13	11	10	5
6	5	10	0	9	7	12	5	11	12	7	13	12	13	7	11	14
14	6	9	5	0	10	10	10	8	15	12	6	5	10	6	12	7
10	10	14	14	10	0	9	9	7	9	13	13	15	6	12	5	14
15	7	10	13	9	12	0	15	13	8	7	9	10	7	14	8	12
10	7	9	12	12	11	13	0	15	12	7	6	13	5	12	8	12
9	14	8	14	11	14	12	15	0	9	15	14	7	13	6	7	8
7	6	10	10	7	14	14	12	7	0	9	14	6	13	9	13	5
10	10	11	5	7	10	12	13	10	6	0	8	6	10	14	7	12
8	12	13	5	12	8	14	11	9	12	8	0	7	12	10	5	6
10	5	14	10	7	14	10	15	10	15	8	11	0	7	8	6	5
8	8	12	15	12	12	11	13	11	8	7	7	6	0	14	7	6
12	13	15	8	9	10	13	10	7	15	5	14	7	5	0	13	10
5	14	10	9	13	5	9	9	15	8	5	9	5	8	6	0	9
12	11	15	9	8	6	7	10	7	8	12	9	13	10	12	10	0
