13
1	 24	 164	 166	 6	 6
2	 12	 296	 310	 2	 9
3	 17	 157	 166	 1	 9
4	 12	 141	 147	 4	 7
5	 37	 64	 68	 7	 10
6	 5	 54	 54	 3	 3
7	 18	 110	 111	 4	 7
8	 34	 90	 107	 9	 9
9	 11	 44	 46	 2	 2
10	 9	 72	 79	 8	 10
11	 26	 231	 237	 7	 9
12	 10	 93	 93	 1	 7
13	 34	 144	 145	 7	 10
0	7	15	10	8	7	10	7	12	9	8	7	10
14	0	5	11	9	6	11	9	13	13	13	10	13
5	9	0	6	11	7	11	8	9	15	10	11	14
12	8	6	0	10	15	5	8	10	7	14	15	12
10	13	8	10	0	5	8	15	6	8	15	12	12
11	9	10	6	14	0	12	7	6	8	12	13	15
7	10	13	10	12	8	0	15	10	11	7	5	10
10	9	14	14	13	8	13	0	7	12	7	15	14
12	5	15	11	10	11	13	5	0	6	8	7	11
10	14	11	6	6	11	7	13	9	0	10	8	6
14	9	13	7	5	10	12	13	15	15	0	5	11
14	8	8	15	10	11	5	5	13	11	15	0	12
6	9	5	8	11	8	14	5	11	7	9	7	0
