12
1	 21	 88	 96	 5	 7
2	 33	 -71	 -67	 3	 10
3	 30	 -92	 -77	 4	 4
4	 36	 182	 192	 6	 8
5	 24	 76	 87	 3	 8
6	 28	 48	 71	 6	 7
7	 27	 30	 53	 4	 4
8	 9	 -84	 -70	 1	 1
9	 9	 41	 45	 6	 7
10	 13	 -46	 -24	 5	 6
11	 15	 127	 136	 2	 6
12	 39	 97	 112	 2	 4
0	6	13	8	6	6	11	15	9	8	9	15
6	0	14	12	13	7	10	6	12	7	9	6
12	9	0	12	13	10	13	15	8	15	8	8
15	5	7	0	14	10	12	10	12	10	7	13
14	9	5	13	0	9	8	10	7	9	12	9
8	6	5	10	12	0	7	7	13	14	12	5
8	6	12	5	7	7	0	7	15	11	10	11
8	14	8	10	14	11	10	0	5	15	9	7
6	11	7	6	7	11	8	13	0	13	6	6
9	15	5	7	7	15	12	6	9	0	12	5
5	5	13	9	14	10	6	15	12	15	0	5
12	9	9	7	9	11	14	5	10	10	6	0
