16
1	 36	 52	 77	 1	 9
2	 34	 39	 52	 6	 8
3	 7	 13	 35	 3	 3
4	 16	 64	 64	 2	 3
5	 40	 18	 44	 8	 9
6	 32	 149	 163	 8	 8
7	 21	 103	 123	 3	 6
8	 32	 83	 105	 7	 9
9	 27	 101	 107	 4	 7
10	 34	 91	 117	 3	 5
11	 34	 102	 128	 8	 9
12	 31	 66	 82	 1	 1
13	 36	 69	 90	 4	 8
14	 3	 121	 125	 2	 7
15	 34	 46	 70	 2	 2
16	 14	 161	 172	 2	 5
0	9	6	9	11	7	14	10	15	12	13	13	8	5	8	11
13	0	15	11	5	15	10	12	10	12	13	15	12	15	14	15
14	15	0	13	12	14	7	14	6	14	13	13	7	5	8	7
14	8	5	0	11	12	15	8	7	9	10	13	12	6	9	6
11	10	14	14	0	5	7	14	5	7	13	11	13	12	14	5
11	12	8	15	9	0	14	6	13	7	12	11	15	12	15	11
7	5	12	12	10	15	0	5	5	13	13	10	9	8	8	12
7	10	13	8	15	7	11	0	8	10	7	7	12	15	6	6
8	10	13	12	6	15	6	7	0	13	5	15	14	10	15	15
13	6	14	10	13	10	12	8	9	0	10	12	5	7	15	14
15	6	7	13	15	7	14	5	9	12	0	8	13	14	15	10
11	13	6	15	10	12	6	10	8	5	5	0	7	9	10	11
5	10	10	12	11	8	10	7	6	15	15	13	0	13	7	14
13	15	13	8	14	8	6	11	14	13	14	13	12	0	10	7
14	5	6	5	14	12	11	9	14	11	12	13	10	6	0	13
14	11	5	7	12	11	10	13	10	10	9	6	15	11	14	0
