14
1	 21	 281	 284	 2	 4
2	 22	 319	 330	 2	 3
3	 28	 223	 236	 3	 9
4	 40	 115	 130	 2	 2
5	 13	 33	 34	 4	 5
6	 26	 -29	 -28	 5	 7
7	 12	 -47	 -28	 1	 2
8	 27	 243	 262	 3	 6
9	 21	 204	 211	 1	 1
10	 10	 246	 252	 4	 10
11	 2	 -33	 -21	 1	 3
12	 33	 -45	 -34	 6	 7
13	 1	 264	 278	 1	 10
14	 31	 42	 54	 1	 3
0	13	13	13	13	6	12	5	8	6	8	6	6	12
7	0	15	5	15	12	15	7	8	12	5	13	10	5
6	7	0	15	6	14	7	8	13	10	8	8	11	8
14	12	10	0	8	13	14	9	11	12	5	13	10	11
14	11	8	7	0	15	5	8	12	12	15	11	11	5
8	12	14	7	15	0	10	7	5	5	10	6	15	5
13	10	14	5	5	11	0	8	12	8	13	7	11	13
13	11	15	7	12	12	5	0	8	5	9	5	15	6
6	15	9	14	5	13	15	15	0	5	13	6	13	9
13	14	12	8	6	12	8	14	14	0	12	15	12	14
12	13	12	7	8	11	15	15	10	11	0	9	10	14
13	6	12	5	7	7	15	8	14	6	10	0	10	9
15	11	10	13	9	15	12	8	7	6	8	10	0	6
6	6	8	11	7	9	11	14	10	11	8	8	11	0
