11
1	 35	 159	 171	 4	 9
2	 27	 83	 86	 2	 9
3	 13	 151	 165	 9	 10
4	 2	 68	 82	 2	 3
5	 4	 143	 155	 4	 9
6	 8	 161	 161	 4	 8
7	 6	 94	 106	 1	 1
8	 21	 194	 199	 7	 7
9	 27	 78	 79	 3	 6
10	 37	 135	 136	 3	 7
11	 36	 90	 91	 2	 4
0	12	7	11	15	7	14	6	9	13	15
15	0	7	15	7	6	10	15	9	11	8
13	13	0	5	8	7	6	10	12	5	6
8	13	9	0	12	12	11	11	13	15	15
12	9	9	14	0	6	15	13	13	14	13
7	14	14	15	12	0	7	14	11	11	15
13	8	8	7	10	9	0	9	6	15	13
6	14	13	7	7	14	7	0	13	13	5
7	8	10	14	8	10	5	9	0	13	5
15	5	12	7	11	8	11	9	11	0	5
5	14	12	12	12	13	10	9	13	14	0
