18
1	 5	 443	 464	 7	 9
2	 11	 121	 131	 5	 10
3	 31	 271	 285	 7	 10
4	 39	 165	 179	 3	 8
5	 24	 188	 211	 1	 4
6	 39	 343	 351	 3	 10
7	 31	 262	 273	 2	 10
8	 31	 298	 312	 2	 2
9	 40	 655	 679	 3	 6
10	 8	 689	 712	 9	 10
11	 8	 632	 638	 3	 8
12	 21	 216	 232	 3	 5
13	 36	 499	 506	 1	 3
14	 29	 395	 407	 7	 7
15	 37	 672	 682	 1	 2
16	 31	 159	 176	 8	 8
17	 19	 287	 298	 6	 6
18	 26	 308	 329	 2	 3
0	9	10	8	8	9	9	11	9	14	13	7	7	13	14	6	11	11
11	0	11	9	14	10	7	5	14	10	8	13	13	5	9	5	13	12
14	6	0	12	5	5	14	14	12	10	15	11	12	15	12	8	13	12
6	6	13	0	8	13	11	5	14	5	5	6	5	5	15	12	10	5
13	12	6	11	0	7	11	13	11	5	13	13	7	10	8	8	12	13
10	5	9	13	8	0	9	5	9	5	7	14	14	11	7	8	7	8
7	13	13	10	15	10	0	15	12	15	14	7	7	12	7	9	15	6
13	14	9	13	15	5	8	0	5	13	10	10	8	14	11	15	6	9
13	5	9	5	8	11	15	6	0	6	11	9	6	14	11	11	15	13
14	9	8	15	9	13	5	15	10	0	8	9	14	14	10	9	10	7
9	8	9	12	5	12	12	8	13	9	0	9	15	5	11	13	11	14
6	9	10	5	15	10	11	7	13	6	12	0	9	13	6	14	10	13
12	13	13	6	11	7	7	8	5	12	8	14	0	9	12	11	15	8
15	12	11	11	7	13	10	10	6	12	10	14	7	0	5	14	7	13
5	12	14	10	10	15	11	14	12	13	7	8	5	6	0	13	7	11
7	11	8	12	13	11	5	15	13	7	7	9	10	10	11	0	10	8
14	12	5	15	6	13	13	5	7	6	5	5	8	11	8	12	0	15
9	15	11	15	12	8	12	15	5	11	10	10	10	8	6	5	9	0
