18
1	 33	 16	 19	 1	 8
2	 33	 93	 103	 4	 4
3	 19	 8	 13	 6	 6
4	 39	 166	 187	 10	 10
5	 14	 21	 35	 1	 1
6	 35	 0	 2	 1	 2
7	 37	 91	 103	 6	 8
8	 14	 28	 45	 3	 5
9	 36	 86	 91	 1	 9
10	 37	 66	 86	 3	 3
11	 3	 118	 128	 2	 5
12	 6	 1	 19	 2	 7
13	 18	 61	 77	 8	 9
14	 8	 48	 60	 1	 3
15	 26	 0	 13	 1	 2
16	 36	 77	 100	 2	 3
17	 33	 82	 89	 2	 2
18	 22	 23	 28	 2	 3
0	12	12	12	10	15	12	12	11	9	9	14	6	13	9	7	14	7
14	0	14	5	9	6	14	6	9	15	10	5	7	15	5	9	13	12
6	14	0	15	8	7	9	6	11	13	14	7	9	13	13	14	6	9
10	15	6	0	8	10	7	12	5	6	15	13	9	10	11	12	14	6
13	5	10	13	0	10	13	8	13	6	14	15	9	10	10	6	10	13
10	9	7	12	5	0	13	6	8	5	6	15	13	10	11	15	9	9
9	5	8	14	12	15	0	7	13	12	11	10	8	6	6	13	11	10
14	6	7	5	8	11	10	0	14	5	8	8	11	5	15	10	10	13
10	13	12	13	5	6	15	15	0	9	11	12	9	9	11	9	7	9
11	6	13	7	12	15	13	8	13	0	14	7	7	6	7	13	14	13
11	15	9	8	13	6	5	11	14	9	0	8	14	8	13	12	6	5
10	14	8	8	15	8	15	14	15	13	7	0	6	7	7	11	12	15
9	6	9	8	10	8	12	5	5	5	13	7	0	6	11	6	7	10
10	8	15	7	7	14	13	14	15	5	13	10	11	0	11	11	7	8
11	11	6	14	5	5	14	13	6	13	14	9	5	13	0	12	5	9
11	7	12	5	10	7	5	14	8	15	12	13	12	8	13	0	10	13
15	6	11	8	12	15	7	14	7	15	13	15	7	12	5	14	0	7
12	12	15	10	7	10	5	5	12	10	11	7	15	5	9	5	14	0
