19
1	 28	 324	 335	 1	 4
2	 38	 69	 80	 5	 7
3	 28	 92	 97	 2	 4
4	 10	 283	 287	 3	 3
5	 21	 371	 382	 1	 1
6	 35	 91	 102	 1	 10
7	 11	 379	 387	 10	 10
8	 37	 299	 318	 3	 3
9	 40	 366	 389	 2	 9
10	 15	 338	 361	 3	 7
11	 16	 307	 329	 2	 10
12	 9	 152	 175	 1	 3
13	 24	 246	 269	 2	 3
14	 11	 91	 101	 4	 9
15	 33	 364	 379	 3	 8
16	 38	 208	 228	 7	 8
17	 15	 289	 299	 4	 5
18	 9	 200	 210	 2	 4
19	 34	 129	 144	 3	 3
0	9	11	9	10	12	12	9	5	12	15	12	13	10	15	15	15	15	7
8	0	5	14	7	8	6	9	15	5	11	14	14	11	8	15	11	12	6
10	12	0	6	7	10	9	11	9	13	14	7	7	8	14	15	9	6	15
14	6	8	0	7	12	5	12	8	10	14	9	15	11	10	15	6	8	7
5	9	15	10	0	13	8	11	9	10	9	5	9	13	7	12	13	12	12
15	6	13	5	14	0	8	14	5	12	9	10	15	6	5	12	13	8	13
13	6	7	15	15	8	0	7	6	11	10	15	13	8	9	10	8	11	8
6	7	10	12	11	12	11	0	7	10	8	8	7	11	11	14	14	5	12
15	15	10	7	14	11	7	7	0	7	10	13	10	5	13	5	14	6	9
14	10	7	5	11	11	14	11	12	0	15	13	13	15	11	14	14	6	13
9	5	5	15	13	15	8	6	5	9	0	15	7	9	8	15	10	13	8
13	5	13	6	10	14	15	15	6	10	10	0	6	7	10	11	12	5	7
8	7	9	7	6	15	7	12	8	5	6	6	0	13	6	5	6	13	14
15	13	9	9	5	13	14	8	12	11	8	12	5	0	8	14	5	14	6
7	5	11	8	9	11	8	7	14	13	10	7	14	10	0	10	5	7	15
14	5	15	7	7	14	10	7	11	11	8	13	9	12	9	0	10	6	15
12	5	13	13	9	5	15	5	7	9	6	10	11	13	11	6	0	10	13
8	14	10	9	6	11	5	14	5	15	6	5	15	10	15	5	5	0	5
10	6	13	9	11	8	6	10	10	8	5	11	15	6	5	5	7	12	0
