12
1	 6	 174	 176	 3	 8
2	 27	 216	 232	 2	 9
3	 34	 272	 297	 1	 1
4	 13	 193	 216	 5	 7
5	 23	 340	 351	 5	 10
6	 37	 308	 322	 1	 2
7	 28	 257	 280	 4	 6
8	 35	 186	 196	 1	 9
9	 31	 323	 332	 1	 9
10	 13	 287	 297	 1	 2
11	 16	 193	 201	 2	 8
12	 38	 212	 233	 3	 3
0	13	9	14	12	13	7	5	10	10	7	9
13	0	8	5	9	5	8	10	7	10	14	14
7	5	0	13	11	9	5	9	11	15	10	8
12	6	10	0	15	7	11	5	5	5	9	8
15	8	9	10	0	8	11	7	7	15	8	15
14	12	13	5	14	0	15	9	14	15	7	8
11	15	6	9	8	13	0	10	12	13	7	9
5	5	14	15	8	15	8	0	8	15	14	6
11	11	8	14	9	9	11	15	0	14	14	8
9	5	10	6	8	15	8	9	12	0	5	9
13	10	13	14	12	5	13	14	15	15	0	13
12	10	11	11	9	11	6	10	15	12	11	0
