50
1	 18	 -68	 -54	 2	 9
2	 37	 248	 267	 1	 1
3	 36	 177	 190	 3	 7
4	 11	 209	 224	 9	 10
5	 8	 251	 267	 2	 6
6	 30	 371	 374	 9	 9
7	 40	 844	 852	 4	 9
8	 28	 196	 220	 1	 2
9	 23	 657	 663	 3	 3
10	 22	 325	 326	 3	 10
11	 19	 985	 987	 1	 1
12	 9	 786	 788	 2	 6
13	 17	 880	 899	 3	 8
14	 18	 368	 369	 2	 2
15	 31	 322	 333	 1	 2
16	 38	 972	 984	 2	 4
17	 34	 1293	 1298	 1	 5
18	 24	 692	 699	 4	 6
19	 23	 623	 646	 6	 10
20	 6	 1015	 1029	 7	 8
21	 15	 390	 394	 1	 2
22	 4	 195	 198	 7	 7
23	 21	 1139	 1152	 1	 1
24	 39	 580	 603	 3	 3
25	 34	 -40	 -37	 1	 1
26	 26	 606	 619	 4	 8
27	 19	 524	 528	 1	 4
28	 40	 1158	 1167	 1	 6
29	 28	 40	 50	 3	 5
30	 36	 850	 853	 1	 3
31	 30	 561	 580	 2	 6
32	 25	 52	 75	 1	 2
33	 34	 1141	 1156	 1	 9
34	 30	 26	 33	 3	 9
35	 24	 927	 932	 8	 8
36	 19	 1142	 1142	 5	 5
37	 12	 1287	 1310	 7	 10
38	 32	 48	 54	 1	 7
39	 14	 1253	 1263	 10	 10
40	 25	 1206	 1221	 2	 8
41	 25	 176	 198	 3	 3
42	 27	 1145	 1150	 4	 4
43	 18	 1243	 1265	 6	 6
44	 22	 1097	 1115	 1	 3
45	 31	 1241	 1262	 4	 8
46	 30	 251	 263	 1	 3
47	 9	 224	 228	 1	 3
48	 8	 473	 487	 1	 7
49	 26	 655	 665	 1	 6
50	 26	 908	 909	 3	 8
0	5	7	8	10	9	5	9	6	8	5	14	15	14	5	9	14	15	6	11	13	6	9	15	6	14	7	11	11	11	13	13	6	7	9	9	9	8	10	6	14	6	15	6	5	15	14	5	12	9
5	0	7	14	12	6	9	14	12	15	6	13	11	12	13	14	9	15	12	14	12	14	12	15	6	14	9	11	14	9	9	7	11	14	11	10	13	12	13	13	9	6	13	15	13	15	11	15	13	7
13	6	0	8	8	8	9	7	6	11	13	9	11	5	5	8	12	13	11	11	7	15	5	8	9	12	7	9	14	9	12	13	8	8	13	12	11	12	13	7	15	14	13	11	12	9	6	5	13	15
14	9	6	0	7	14	9	15	14	6	15	13	5	14	15	13	8	12	8	13	15	8	7	15	10	13	11	7	13	11	7	5	8	15	9	8	9	14	10	15	9	12	11	8	14	13	10	7	11	10
12	11	12	11	0	5	13	10	13	14	8	15	6	14	8	13	11	7	14	11	7	13	7	9	15	15	13	14	13	12	15	12	12	8	6	8	10	15	12	10	10	9	8	13	6	15	6	10	13	8
11	6	12	7	15	0	7	12	10	8	13	15	11	10	12	8	15	11	7	8	15	7	8	11	14	15	11	9	15	12	14	6	13	11	10	14	11	7	12	12	8	9	12	12	11	8	12	6	5	8
10	12	8	9	13	7	0	6	6	7	13	5	15	8	15	5	5	14	8	13	11	7	11	9	10	5	15	8	9	14	9	13	15	6	7	10	11	8	9	5	10	14	8	14	7	15	5	12	14	6
5	12	11	5	9	8	10	0	8	14	15	8	14	15	7	7	5	15	9	5	5	7	11	5	10	14	6	6	9	7	14	8	10	9	15	6	13	10	5	10	8	6	6	14	7	14	5	13	14	7
7	13	12	8	5	10	10	7	0	8	9	14	10	14	8	15	12	7	9	14	11	13	8	9	12	15	13	9	7	13	13	14	12	10	15	5	5	7	14	13	14	14	6	11	15	15	14	12	6	15
15	10	11	5	12	13	8	9	5	0	12	8	11	7	7	14	5	14	12	12	13	10	12	15	13	7	6	8	11	10	9	11	15	11	13	8	10	9	11	5	5	8	11	6	7	12	11	5	7	7
