19
1	 23	 248	 264	 6	 6
2	 27	 134	 152	 1	 8
3	 10	 262	 267	 3	 8
4	 10	 506	 524	 3	 4
5	 22	 485	 489	 4	 10
6	 26	 547	 564	 5	 9
7	 34	 327	 337	 7	 8
8	 5	 487	 494	 5	 5
9	 18	 550	 564	 7	 7
10	 10	 420	 428	 8	 10
11	 19	 338	 347	 3	 4
12	 7	 211	 231	 8	 10
13	 40	 279	 282	 1	 1
14	 27	 335	 343	 4	 9
15	 30	 333	 343	 1	 10
16	 31	 563	 572	 4	 7
17	 38	 404	 418	 1	 4
18	 11	 150	 159	 7	 8
19	 27	 105	 111	 3	 6
0	5	9	11	6	13	6	15	12	6	14	10	13	12	10	14	10	9	5
14	0	7	15	9	12	8	14	6	11	13	5	6	11	11	15	7	13	15
10	5	0	13	14	11	13	11	15	12	15	15	8	7	14	5	12	11	13
14	9	12	0	15	11	6	10	13	8	7	11	8	9	10	15	5	10	5
15	8	9	8	0	8	6	12	13	5	12	14	8	9	14	10	6	9	7
7	8	10	14	5	0	15	5	12	13	6	15	10	14	7	5	5	13	8
15	7	15	8	8	5	0	14	6	5	14	14	11	11	14	14	12	6	6
7	10	12	5	14	9	15	0	10	12	10	6	15	11	13	12	14	11	6
6	9	13	8	5	13	11	7	0	9	11	15	7	6	9	10	12	11	15
12	14	11	8	11	6	15	13	6	0	12	11	10	11	7	14	10	6	15
6	14	15	11	6	9	6	10	10	5	0	6	15	11	7	13	5	12	14
13	13	11	11	7	13	6	11	9	9	9	0	14	11	10	8	9	11	11
12	9	12	15	5	9	14	10	13	12	6	7	0	10	14	12	8	9	11
13	12	10	7	14	7	11	9	8	15	6	15	8	0	15	6	11	13	7
12	7	6	14	9	8	11	8	15	13	13	6	14	5	0	14	10	9	11
14	7	6	12	5	13	7	9	9	7	11	12	11	5	15	0	9	9	8
7	14	8	13	11	10	9	13	12	5	10	9	7	15	5	13	0	13	12
14	10	15	9	14	12	12	11	7	8	11	8	14	13	9	10	12	0	9
11	5	10	13	14	5	14	12	5	12	10	13	12	9	9	6	14	13	0
