15
1	 30	 115	 126	 2	 10
2	 30	 110	 133	 4	 10
3	 33	 58	 75	 3	 8
4	 20	 111	 125	 4	 5
5	 34	 45	 49	 1	 4
6	 28	 141	 145	 6	 9
7	 5	 26	 39	 6	 6
8	 38	 132	 139	 4	 4
9	 32	 110	 113	 3	 5
10	 9	 101	 110	 7	 9
11	 24	 38	 57	 1	 3
12	 40	 43	 55	 1	 10
13	 36	 151	 168	 6	 7
14	 26	 22	 36	 1	 3
15	 30	 161	 161	 3	 7
0	14	11	11	8	14	8	7	8	14	10	8	12	10	9
13	0	11	14	9	13	12	6	8	6	8	7	15	12	8
11	14	0	14	15	15	5	15	6	15	14	12	10	15	6
10	9	7	0	9	8	13	13	10	10	12	12	9	10	14
9	11	11	9	0	9	15	14	7	10	7	10	7	10	15
11	11	5	11	14	0	15	13	15	11	7	5	6	9	12
10	14	6	13	13	8	0	11	12	13	8	15	7	9	10
7	9	9	12	7	9	9	0	11	10	15	13	7	7	6
5	13	10	11	5	8	8	6	0	7	11	11	14	14	9
12	5	9	14	9	15	6	10	12	0	11	14	8	11	15
8	13	13	7	6	5	5	15	13	10	0	15	5	9	7
12	12	5	11	7	12	8	15	15	14	15	0	10	12	15
10	5	7	7	8	14	8	8	8	8	12	12	0	10	13
9	12	6	5	14	10	11	8	15	5	5	7	13	0	11
12	12	14	9	10	7	10	7	5	6	13	10	7	6	0
