20
1	 18	 140	 144	 4	 4
2	 23	 306	 315	 3	 9
3	 34	 299	 307	 1	 2
4	 32	 316	 326	 1	 2
5	 25	 31	 37	 2	 5
6	 10	 291	 309	 1	 8
7	 3	 245	 251	 1	 9
8	 26	 436	 446	 3	 6
9	 20	 200	 207	 2	 2
10	 27	 440	 452	 4	 6
11	 27	 255	 270	 5	 8
12	 25	 464	 483	 3	 9
13	 34	 39	 49	 1	 2
14	 3	 388	 395	 7	 10
15	 12	 313	 316	 1	 2
16	 5	 315	 330	 1	 2
17	 21	 231	 243	 3	 6
18	 10	 129	 132	 3	 6
19	 19	 444	 459	 4	 4
20	 9	 318	 332	 5	 9
0	6	13	13	14	5	9	11	5	5	12	9	7	9	15	15	9	7	11	14
5	0	8	13	11	6	7	15	8	15	10	15	7	15	9	12	10	8	12	15
5	15	0	6	6	12	10	9	13	14	8	11	13	12	13	12	15	5	11	15
10	13	10	0	12	14	10	9	11	12	6	9	7	7	13	10	9	13	5	10
11	13	7	11	0	11	10	11	12	9	6	11	5	11	15	15	9	7	7	6
13	11	7	9	8	0	9	10	10	14	10	5	13	8	7	7	6	5	6	13
11	7	14	8	8	12	0	6	15	8	5	9	8	10	6	7	13	5	6	8
5	12	9	5	13	7	8	0	14	7	8	8	12	10	10	14	9	8	8	9
12	13	13	9	5	5	14	7	0	6	8	13	14	11	15	6	8	15	6	5
8	14	12	7	13	15	13	11	12	0	15	12	15	12	9	13	9	5	9	11
6	10	9	14	13	14	10	8	8	12	0	14	7	10	9	12	7	7	9	14
10	15	10	5	12	14	11	11	10	10	9	0	13	11	10	10	13	10	6	8
14	11	6	14	12	6	11	11	15	5	8	7	0	12	5	9	8	15	5	6
6	14	10	8	6	12	12	13	14	12	14	13	11	0	6	5	10	14	10	14
12	11	5	5	6	10	8	5	6	5	14	14	6	12	0	15	12	13	14	8
8	7	6	9	15	13	15	12	12	7	13	12	7	6	11	0	6	5	5	10
9	7	13	13	13	10	10	15	7	11	13	5	6	14	14	5	0	10	14	8
9	11	6	13	12	8	13	8	7	11	12	15	13	9	10	7	6	0	13	11
9	7	14	14	13	11	9	6	5	10	9	12	14	5	6	6	7	12	0	9
9	10	13	7	14	12	7	8	12	12	15	15	8	7	11	9	13	12	5	0
