20
1	 14	 -42	 -39	 7	 10
2	 2	 231	 246	 2	 4
3	 19	 19	 34	 2	 9
4	 12	 -9	 -7	 1	 5
5	 24	 194	 195	 7	 7
6	 16	 49	 64	 6	 9
7	 30	 230	 243	 1	 5
8	 24	 38	 52	 2	 4
9	 34	 111	 125	 1	 1
10	 4	 -61	 -60	 4	 6
11	 21	 -42	 -36	 4	 4
12	 19	 -6	 13	 6	 10
13	 40	 214	 214	 5	 8
14	 14	 3	 17	 5	 5
15	 7	 16	 26	 1	 5
16	 28	 115	 129	 2	 4
17	 9	 90	 92	 2	 3
18	 39	 -26	 -18	 5	 7
19	 5	 211	 227	 2	 6
20	 25	 5	 10	 2	 3
0	10	15	11	11	5	7	8	11	5	5	11	9	9	13	8	8	5	11	14
12	0	8	13	6	13	14	11	12	14	14	13	14	15	7	9	5	14	14	9
5	12	0	10	7	12	10	11	6	15	8	6	15	8	5	15	8	7	8	7
11	8	13	0	13	14	15	9	5	14	8	9	12	13	8	14	6	5	11	10
6	12	11	11	0	10	15	13	15	12	14	5	7	6	15	7	6	8	5	6
12	13	10	7	6	0	6	9	6	7	13	14	8	11	14	11	5	10	7	8
13	12	14	6	15	7	0	14	9	14	15	7	5	15	12	10	11	12	9	13
13	13	15	9	9	7	8	0	6	9	11	11	12	13	13	11	15	10	9	10
9	6	11	5	7	12	15	5	0	15	15	12	14	12	8	14	13	10	8	12
14	11	13	9	7	7	9	11	12	0	14	6	5	6	13	7	12	11	12	9
8	11	11	12	9	7	15	14	7	7	0	13	10	10	7	15	11	15	5	8
12	12	6	12	9	13	7	5	10	12	12	0	15	11	15	8	9	14	10	6
9	13	10	8	11	12	9	14	12	11	7	12	0	15	12	14	7	10	9	6
10	14	12	14	8	15	11	7	5	5	11	8	10	0	7	5	11	9	9	8
12	9	15	12	10	15	8	13	6	13	12	12	5	10	0	6	11	12	12	14
11	13	13	15	14	14	12	15	6	9	10	13	13	11	8	0	14	9	6	5
13	10	8	7	13	6	7	12	12	10	11	11	6	14	8	13	0	5	14	12
15	9	8	9	9	15	5	15	8	7	12	12	5	11	7	15	11	0	10	9
13	14	6	5	8	15	8	15	15	5	9	9	13	13	13	13	14	14	0	5
13	10	13	8	15	6	12	8	8	8	9	10	15	14	9	11	9	7	14	0
