12
1	 20	 24	 40	 1	 2
2	 40	 40	 55	 3	 6
3	 27	 76	 97	 4	 8
4	 30	 5	 13	 3	 7
5	 33	 131	 155	 5	 7
6	 38	 189	 191	 8	 10
7	 12	 288	 289	 1	 3
8	 12	 155	 155	 3	 6
9	 23	 74	 91	 1	 4
10	 27	 181	 196	 2	 3
11	 10	 226	 229	 5	 8
12	 19	 192	 202	 2	 2
0	15	7	14	8	7	15	8	6	8	13	11
15	0	9	8	5	13	10	5	12	5	5	6
11	15	0	10	14	12	7	15	9	7	14	13
15	7	14	0	8	14	7	14	11	6	12	14
12	9	15	14	0	14	11	7	8	9	15	7
15	13	6	8	9	0	7	7	7	9	9	9
11	8	6	7	5	6	0	11	12	7	15	15
10	5	11	6	10	8	10	0	7	7	12	8
8	11	8	6	11	14	6	12	0	15	12	11
15	13	6	15	12	8	14	15	7	0	11	7
10	8	5	15	11	8	6	6	13	12	0	7
10	14	7	11	10	10	5	12	10	8	7	0
