20
1	 21	 175	 195	 1	 1
2	 40	 348	 370	 1	 9
3	 32	 333	 339	 3	 3
4	 15	 739	 757	 3	 3
5	 34	 692	 704	 1	 6
6	 30	 390	 395	 6	 10
7	 37	 278	 301	 6	 8
8	 28	 467	 472	 8	 8
9	 38	 517	 521	 4	 4
10	 12	 419	 431	 2	 3
11	 16	 342	 356	 3	 10
12	 33	 786	 789	 3	 8
13	 13	 347	 367	 1	 2
14	 31	 329	 339	 9	 10
15	 33	 501	 521	 4	 4
16	 22	 496	 497	 5	 5
17	 8	 329	 337	 3	 9
18	 26	 740	 758	 6	 9
19	 9	 639	 658	 3	 7
20	 38	 689	 699	 3	 3
0	9	5	14	8	9	12	10	5	11	11	10	6	15	8	11	15	6	14	12
6	0	8	14	13	15	12	13	11	6	5	5	11	13	12	11	8	10	13	11
5	13	0	5	7	14	12	6	15	9	15	7	9	5	14	14	14	8	14	11
13	13	9	0	9	8	6	14	15	10	6	10	11	5	14	8	13	8	12	7
8	5	8	12	0	11	10	15	10	7	5	10	5	12	12	11	5	6	10	10
8	7	5	9	9	0	6	11	14	8	13	6	9	15	8	9	5	10	15	15
8	13	9	10	12	14	0	13	11	11	11	6	5	7	13	8	9	12	10	5
15	12	10	9	9	15	13	0	7	14	7	14	13	11	10	15	15	11	12	13
13	8	9	12	13	11	11	10	0	14	8	12	8	14	5	6	10	9	15	9
15	6	9	9	15	7	6	12	11	0	15	10	15	5	6	13	14	8	9	14
14	14	5	12	10	6	9	15	5	10	0	6	11	10	8	10	12	8	12	14
13	14	15	6	5	14	12	5	6	15	5	0	11	11	10	5	6	10	9	12
11	15	14	5	7	5	13	11	14	7	11	13	0	6	5	9	10	14	15	7
7	15	6	10	7	8	5	12	14	11	5	5	11	0	11	15	7	10	9	14
11	5	13	15	9	15	11	13	10	12	9	15	8	7	0	11	12	7	8	13
11	14	12	13	13	14	6	9	6	8	12	9	6	9	10	0	7	11	9	12
11	14	11	13	6	14	12	14	13	5	5	7	5	7	15	9	0	10	9	5
8	11	12	10	10	14	10	14	15	15	9	8	7	10	13	6	15	0	12	7
15	12	13	15	9	12	5	14	10	9	11	7	9	7	13	8	9	9	0	9
12	14	9	8	6	10	7	13	13	9	8	8	15	5	13	13	10	11	6	0
