11
1	 24	 191	 210	 4	 8
2	 30	 149	 155	 6	 7
3	 18	 187	 199	 6	 9
4	 21	 209	 226	 2	 4
5	 11	 158	 172	 9	 10
6	 24	 228	 242	 5	 5
7	 17	 154	 161	 6	 7
8	 34	 218	 223	 7	 7
9	 2	 204	 209	 6	 8
10	 4	 198	 211	 9	 9
11	 31	 159	 170	 3	 9
0	7	10	11	15	5	14	6	10	13	11
8	0	11	11	13	13	7	11	14	13	14
5	13	0	7	9	7	12	5	8	13	11
8	7	8	0	15	13	12	6	9	12	13
13	7	7	12	0	6	11	8	10	10	7
7	15	15	12	13	0	10	15	14	6	8
10	11	11	14	12	11	0	15	15	12	14
6	11	5	8	13	13	6	0	10	10	7
5	15	11	8	5	15	12	13	0	6	7
8	10	9	12	7	6	14	13	9	0	10
6	9	13	12	9	10	12	13	11	12	0
