12
1	 4	 106	 108	 1	 4
2	 26	 19	 35	 8	 10
3	 13	 85	 88	 1	 2
4	 32	 86	 97	 4	 7
5	 21	 9	 29	 7	 9
6	 24	 25	 25	 1	 6
7	 23	 25	 29	 1	 4
8	 21	 77	 84	 4	 7
9	 40	 40	 60	 4	 4
10	 31	 96	 101	 1	 8
11	 35	 3	 24	 2	 2
12	 5	 94	 106	 3	 4
0	6	12	14	6	15	15	5	7	12	13	9
6	0	14	14	12	6	13	10	8	13	9	6
7	15	0	7	6	6	6	13	12	15	7	7
8	10	10	0	14	8	8	7	10	5	9	14
12	6	6	5	0	6	5	12	11	12	14	7
12	15	8	9	10	0	5	8	12	7	15	13
12	10	5	6	14	13	0	15	14	13	10	14
10	7	14	11	5	10	5	0	6	14	5	15
8	8	6	11	6	9	7	6	0	15	12	5
5	12	5	10	14	14	11	9	8	0	7	9
13	6	6	10	13	7	6	5	5	15	0	7
10	12	7	6	5	6	6	5	15	11	8	0
